pl_name,sy_mnum,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_rvamp
K2-153 b,0,2018,7.51574000,2.000,4.66000,3.200000,
K2-154 b,0,2018,3.67626000,1.990,4.62000,3.220000,
K2-154 c,0,2018,7.95486000,2.070,4.94000,3.060000,
K2-155 b,0,2018,6.34200000,1.800,3.89000,3.670000,
K2-155 c,0,2018,13.85000000,2.600,7.27000,2.270000,
K2-155 d,0,2018,40.71800000,1.900,4.27000,3.420000,
K2-156 b,0,2018,0.81314300,1.100,1.37000,5.660000,
K2-157 b,0,2018,0.36526100,1.000,0.97200,5.340000,
K2-158 b,0,2018,10.06049000,2.640,7.46000,2.230000,
K2-158 c,0,2018,5.90279000,1.280,2.18000,5.710000,
K2-159 b,0,2018,12.42205000,2.260,5.73000,2.730000,
K2-16 b,0,2015,7.61880000,2.020,4.74000,3.160000,
K2-16 c,0,2015,19.07863000,2.540,6.99000,2.340000,
K2-160 b,0,2018,3.70587100,3.178,10.20000,1.750000,
K2-161 b,0,2018,9.28318800,6.117,31.10000,0.747000,
K2-162 b,0,2018,9.45889000,1.440,2.67000,4.910000,
K2-163 b,0,2018,6.67311700,2.466,6.65000,2.440000,
K2-164 b,0,2018,17.35506600,3.249,10.60000,1.700000,
K2-165 b,0,2018,2.35499200,1.274,2.17000,5.760000,
K2-165 c,0,2018,4.38274500,1.554,3.03000,4.440000,
K2-165 d,0,2018,14.10136100,2.648,7.50000,2.220000,
K2-166 b,0,2018,8.52695000,2.190,5.43000,2.840000,
K2-167 b,0,2018,9.97857000,2.264,5.75000,2.720000,
K2-168 b,0,2018,15.85230000,1.860,4.12000,3.520000,
K2-169 b,0,2018,6.38080300,1.273,2.16000,5.750000,
K2-17 b,0,2015,17.96753000,2.230,5.60000,2.770000,
K2-170 b,0,2018,7.57654400,1.418,2.60000,5.010000,
K2-170 c,0,2018,12.40004700,1.802,3.90000,3.660000,
K2-171 b,0,2018,5.62846600,2.687,7.69000,2.180000,
K2-172 b,0,2018,14.31694100,1.666,3.42000,4.060000,
K2-172 c,0,2018,29.62682000,3.206,10.40000,1.730000,
K2-173 b,0,2018,5.86869900,1.608,3.22000,4.250000,
K2-174 b,0,2018,19.56230700,2.600,7.27000,2.270000,
K2-175 b,0,2018,9.52598800,2.038,4.81000,3.120000,
K2-176 b,0,2018,5.32943900,1.491,2.83000,4.690000,
K2-177 b,0,2018,14.15518500,2.116,5.13000,2.970000,
K2-178 b,0,2018,8.74781800,3.558,12.40000,1.510000,
K2-179 b,0,2018,5.17219100,2.513,6.86000,2.380000,
K2-18 b,0,2015,32.93962300,2.370,8.92000,4.110000,3.550
K2-18 c,0,2017,8.96200000,2.650,7.51000,2.220000,4.630
K2-180 b,0,2018,8.86565110,2.520,11.44182,5.600000,4.400
K2-181 b,0,2018,6.89425600,2.840,8.45000,2.030000,
K2-182 b,0,2018,4.73696830,2.690,20.00000,5.600000,8.400
K2-183 b,0,2018,0.46928500,1.100,1.37000,5.660000,
K2-183 c,0,2018,10.78799200,2.300,5.90000,2.660000,
K2-183 d,0,2018,22.62034400,2.300,5.90000,2.660000,
K2-184 b,0,2018,16.97801020,1.470,2.76000,4.770000,
K2-185 b,0,2018,10.61638400,1.150,1.60000,5.780000,
K2-185 c,0,2018,52.71349400,2.390,6.30000,2.540000,
K2-186 b,0,2018,41.47421900,3.172,10.20000,1.760000,
K2-187 b,0,2018,0.77401000,1.200,1.87000,5.950000,
K2-187 c,0,2018,2.87151200,1.400,2.54000,5.090000,
K2-187 d,0,2018,7.14958400,2.400,6.35000,2.520000,
K2-187 e,0,2018,13.60662900,1.900,4.27000,3.420000,
K2-188 b,0,2018,1.74216900,1.350,2.39000,5.340000,
K2-188 c,0,2018,7.81025300,2.830,8.40000,2.040000,
K2-189 b,0,2018,2.58830900,1.520,2.92000,4.570000,
K2-189 c,0,2018,6.67919500,2.500,6.80000,2.390000,
K2-19 b,0,2015,7.92220000,7.000,32.40000,0.334000,9.600
K2-19 c,0,2015,11.89930000,4.100,10.80000,0.940000,2.300
K2-19 d,0,2016,2.50810000,1.110,10.00000,51.400000,6.900
K2-190 b,0,2018,10.09885800,1.357,2.41000,5.300000,
K2-190 c,0,2018,21.57402300,1.093,1.34000,5.640000,
K2-191 b,0,2018,2.85864600,1.579,3.12000,4.360000,
K2-192 b,0,2018,4.16281700,1.520,2.92000,4.570000,
K2-193 b,0,2018,14.78688900,3.950,14.80000,1.320000,
K2-194 b,0,2018,39.72138600,3.642,12.90000,1.470000,
K2-195 b,0,2018,15.85297500,3.130,9.96000,1.780000,
K2-195 c,0,2018,28.48278600,2.576,7.16000,2.300000,
K2-196 b,0,2018,48.32422200,3.600,12.60000,1.480000,
K2-197 b,0,2018,8.35788100,2.560,7.08000,2.320000,
K2-198 b,0,2018,17.04286830,4.189,16.30000,1.220000,
K2-198 c,0,2019,3.35960550,1.423,2.61000,4.980000,
K2-198 d,0,2019,7.45001770,2.438,6.52000,2.470000,
K2-199 b,0,2018,3.22539930,1.730,6.90000,7.200000,3.800
K2-199 c,0,2018,7.37448970,2.850,12.40000,2.900000,5.100
K2-200 b,0,2018,2.84988300,1.364,2.43000,5.260000,
K2-201 b,0,2018,1.05979000,1.400,2.54000,5.090000,
K2-201 c,0,2018,22.77987800,3.286,10.80000,1.670000,
K2-202 b,0,2018,3.40516400,2.302,5.91000,2.660000,
K2-203 b,0,2018,9.69510100,1.371,2.45000,5.230000,
K2-204 b,0,2018,7.05578400,3.046,9.51000,1.850000,
K2-205 b,0,2018,26.67226300,1.996,4.64000,3.210000,
K2-206 b,0,2018,18.29454900,2.795,8.22000,2.070000,
K2-207 b,0,2018,12.48749000,2.606,7.30000,2.270000,
K2-208 b,0,2018,4.19094800,1.679,3.46000,4.020000,
K2-209 b,0,2018,2.08061500,0.869,0.58600,4.920000,
K2-21 b,0,2015,9.32503800,1.840,4.04000,2.700000,
K2-21 c,0,2015,15.50192000,2.490,6.76000,5.400000,
K2-210 b,0,2018,0.57023000,0.860,0.56600,4.890000,
K2-211 b,0,2018,0.66953200,1.300,2.24000,5.600000,
K2-212 b,0,2018,9.79564700,2.650,7.51000,2.220000,
K2-213 b,0,2018,8.13087000,1.514,2.90000,4.590000,
K2-214 b,0,2018,8.59680200,2.430,6.48000,2.480000,
K2-215 b,0,2018,8.26964800,2.124,5.16000,2.960000,
K2-216 b,0,2018,2.17480000,1.750,8.00000,8.200000,5.000
K2-217 b,0,2018,14.07452400,3.579,12.50000,1.500000,
K2-218 b,0,2018,8.67988500,2.569,7.13000,2.310000,
K2-219 b,0,2018,3.90128700,1.348,2.38000,5.340000,
K2-219 c,0,2018,6.66767000,1.438,2.66000,4.910000,
K2-219 d,0,2018,11.13727800,2.576,7.16000,2.300000,
K2-22 b,0,2015,0.38107300,2.300,444.96200,,
K2-220 b,0,2018,13.68325600,2.390,6.30000,2.540000,
K2-221 b,0,2018,2.39909400,1.679,3.46000,4.020000,
K2-222 b,0,2018,15.38706300,2.390,6.30000,2.540000,
K2-223 b,0,2018,0.50557000,0.890,0.64000,4.990000,
K2-223 c,0,2018,4.56254600,1.500,2.86000,4.660000,
K2-224 b,0,2018,4.47904000,1.560,3.05000,4.410000,
K2-224 c,0,2018,10.09489000,2.410,6.39000,2.510000,
K2-225 b,0,2018,15.87209000,3.490,12.00000,1.550000,
K2-226 b,0,2018,3.27108000,1.540,2.99000,4.500000,
K2-227 b,0,2018,13.62183200,1.666,3.41000,4.060000,
K2-228 b,0,2018,2.69828000,1.210,1.92000,5.960000,
K2-229 b,0,2018,0.58421600,1.000,2.49000,8.900000,2.200
K2-229 c,0,2018,8.32727000,2.030,21.30000,12.800000,
K2-230 b,0,2018,2.86041000,1.960,4.50000,3.280000,
K2-231 b,0,2018,13.84190100,2.500,6.80000,2.390000,
K2-232 b,0,2018,11.16845400,11.209,126.49634,0.405000,33.420
K2-233 b,0,2018,2.46750000,1.343,11.26000,26.260000,6.270
K2-233 c,0,2018,7.06005000,1.281,12.81000,33.910000,5.020
K2-233 d,0,2018,24.36450000,2.358,21.14000,8.850000,5.450
K2-237 b,0,2018,2.18053539,16.197,433.20012,0.562000,183.000
K2-238 b,0,2018,3.20466000,14.572,273.33380,0.560000,100.000
K2-239 b,0,2018,5.24000000,1.100,1.37000,5.660000,
K2-239 c,0,2018,7.77500000,1.000,0.97200,5.340000,
K2-239 d,0,2018,10.11500000,1.100,1.37000,5.660000,
K2-24 b,0,2016,20.88977000,5.400,19.00000,0.640000,4.250
K2-24 c,0,2016,42.33910000,7.500,15.40000,0.200000,4.400
K2-240 b,0,2018,6.03400000,2.000,4.66000,3.200000,
K2-240 c,0,2018,20.52300000,1.800,3.89000,3.670000,
K2-241 b,0,2018,26.81990000,2.550,7.04000,2.330000,
K2-242 b,0,2018,6.51389000,2.540,6.99000,2.340000,
K2-243 b,0,2018,11.54182000,2.170,5.35000,2.880000,
K2-243 c,0,2018,24.94598000,2.010,4.70000,3.180000,
K2-244 b,0,2018,21.06884000,1.750,3.71000,3.800000,
K2-245 b,0,2018,11.89307000,4.340,17.40000,1.170000,
K2-246 b,0,2018,5.76918000,3.490,12.00000,1.550000,
K2-247 b,0,2018,2.25021000,2.120,5.14000,2.960000,
K2-247 c,0,2018,6.49424000,2.190,5.43000,2.840000,
K2-248 b,0,2018,7.17256000,2.570,7.13000,2.310000,
K2-249 b,0,2018,12.40900000,2.790,8.20000,2.070000,
K2-25 b,0,2015,3.48456408,3.440,24.50000,3.310000,27.900
K2-250 b,0,2018,4.01457000,2.440,6.53000,2.470000,
K2-251 b,0,2018,9.30075000,2.350,6.12000,2.590000,
K2-252 b,0,2018,13.81513000,1.740,3.68000,3.840000,
K2-253 b,0,2018,4.00167000,12.670,,,
K2-254 b,0,2018,4.09639000,1.630,3.29000,4.170000,
K2-254 c,0,2018,12.11839000,2.190,5.43000,2.840000,
K2-255 b,0,2018,1.96417000,2.900,8.75000,1.970000,
K2-256 b,0,2018,5.52011000,2.630,7.41000,2.240000,
K2-257 b,0,2018,1.60588000,0.830,0.49800,4.790000,
K2-258 b,0,2018,19.09210000,3.000,9.27000,1.890000,
K2-259 b,0,2018,15.48043000,2.320,5.99000,2.640000,
K2-26 b,0,2016,14.56650000,2.670,7.61000,2.200000,
K2-260 b,0,2018,2.62666570,17.396,451.31860,0.500000,178.000
K2-261 b,0,2018,11.63347800,9.528,59.75174,0.380000,16.700
K2-263 b,0,2018,50.81894700,2.410,14.80000,5.700000,2.820
K2-264 b,0,2018,5.84000200,2.231,5.61000,2.780000,
K2-264 c,0,2018,19.66030200,2.668,7.60000,2.200000,
K2-265 b,0,2018,2.36917200,1.710,6.54000,7.100000,3.340
K2-266 b,0,2018,0.65852400,3.300,11.26782,1.770000,10.300
K2-266 c,0,2018,7.81400000,0.705,0.29013,4.510000,0.119
K2-266 d,0,2018,14.69700000,2.930,8.90000,2.030000,3.170
K2-266 e,0,2018,19.48200000,2.730,14.30000,2.210000,2.530
K2-268 b,0,2018,2.15167600,1.500,2.86000,4.660000,
K2-268 c,0,2018,9.32752700,2.690,7.70000,2.170000,
K2-268 d,0,2019,4.52859800,1.490,2.83000,4.700000,
K2-268 e,0,2019,6.13124300,1.330,2.33000,5.440000,
K2-268 f,0,2019,26.27057000,2.230,5.60000,2.770000,
K2-269 b,0,2018,4.14496500,1.570,3.09000,4.390000,
K2-27 b,0,2016,6.77131500,4.480,30.90000,1.870000,11.800
K2-270 b,0,2018,1.54306900,1.380,2.48000,5.190000,
K2-270 c,0,2018,4.40002800,2.950,9.01000,1.930000,
K2-271 b,0,2018,8.56242100,7.280,41.80000,0.595000,
K2-272 b,0,2018,14.45367560,3.130,9.96000,1.780000,
K2-273 b,0,2018,11.71956630,3.050,9.53000,1.850000,
K2-274 b,0,2018,14.13303140,2.080,4.98000,3.040000,
K2-275 b,0,2018,3.28096260,2.340,6.08000,2.610000,
K2-275 c,0,2018,8.43883850,2.210,5.52000,2.810000,
K2-276 b,0,2018,18.71826900,3.770,13.70000,1.400000,
K2-277 b,0,2018,6.32676300,2.070,4.94000,3.060000,
K2-278 b,0,2018,3.33496600,2.980,9.17000,1.900000,
K2-279 b,0,2018,7.12260500,1.210,1.92000,5.960000,
K2-28 b,0,2016,2.26045500,2.320,5.99000,2.640000,
K2-280 b,0,2018,19.89526000,7.500,37.10000,0.480000,9.180
K2-281 b,0,2018,8.68772100,8.180,50.90000,0.511000,
K2-282 b,0,2018,4.16978300,2.500,6.80000,2.390000,
K2-283 b,0,2018,1.92103600,3.520,12.20000,1.540000,
K2-284 b,0,2018,4.79506900,2.780,8.15000,2.080000,
K2-285 b,0,2018,3.47174500,2.590,9.68000,3.070000,4.620
K2-285 c,0,2018,7.13804800,3.530,15.68000,1.950000,5.900
K2-285 d,0,2018,10.45582000,2.480,6.50000,,0.680
K2-285 e,0,2018,14.76289000,1.950,10.70000,,1.690
K2-286 b,0,2018,27.35900000,2.100,5.06000,3.000000,
K2-287 b,0,2018,14.89329100,9.494,100.11645,0.643000,28.800
K2-288 B b,0,2018,31.39346300,1.900,4.27000,3.420000,
K2-289 b,0,2019,13.15696900,9.100,61.00000,0.445000,
K2-29 b,0,2016,3.25883210,13.339,232.01590,0.530000,103.500
K2-290 b,0,2019,9.21165000,3.060,10.90000,4.100000,3.300
K2-290 c,0,2019,48.36685000,11.276,246.00042,1.010000,38.400
K2-291 b,0,2019,2.22517700,1.589,6.49000,8.840000,3.330
K2-292 b,0,2019,16.98410000,2.630,24.50000,7.400000,6.100
K2-293 b,0,2019,13.12250000,2.450,6.57000,2.450000,
K2-294 b,0,2019,2.50387000,1.660,3.39000,4.070000,
K2-295 b,0,2018,4.02486700,10.054,106.47305,0.612000,54.000
K2-3 b,0,2015,10.05462600,1.980,6.48000,3.700000,2.720
K2-3 c,0,2015,24.64658200,1.560,2.14000,2.980000,0.670
K2-3 d,0,2015,44.55646000,1.530,2.80007,5.620000,0.710
K2-30 b,0,2016,4.09850300,11.646,184.02357,0.640000,78.700
K2-308 b,0,2019,3.38628000,9.916,70.60000,0.398000,
K2-31 b,0,2016,1.25785000,11.882,563.83042,1.850000,350.900
K2-315 b,0,2020,3.14431890,0.950,0.80900,5.180000,
K2-316 b,0,2020,1.13300000,1.330,2.33000,5.440000,
K2-316 c,0,2020,5.26000000,1.830,4.01000,3.600000,
K2-317 b,0,2020,6.22000000,2.930,8.91000,1.950000,
K2-318 b,0,2020,7.01000000,1.660,3.39000,4.070000,
K2-319 b,0,2020,26.68000000,2.790,8.20000,2.070000,
K2-32 b,0,2016,8.99200000,5.299,15.00000,0.550000,5.220
K2-32 c,0,2016,20.66093000,3.134,8.10000,1.430000,2.150
K2-32 d,0,2016,31.71701000,3.484,6.70000,0.870000,1.530
K2-32 e,0,2019,4.34934000,1.212,2.10000,6.300000,0.920
K2-320 b,0,2020,1.99500000,2.620,7.37000,2.250000,
K2-321 b,0,2020,2.29800000,1.950,4.46000,3.310000,
K2-322 b,0,2020,8.20500000,1.920,4.35000,3.380000,
K2-323 b,0,2020,24.93000000,2.100,5.06000,3.000000,
K2-324 b,0,2020,3.26200000,2.430,6.48000,2.480000,
K2-325 b,0,2020,6.93000000,2.200,5.48000,2.830000,
K2-326 b,0,2020,1.25600000,2.280,5.82000,2.700000,
K2-329 b,0,2020,12.45512250,8.676,82.63580,0.694000,24.600
K2-33 b,0,2016,5.42486500,5.040,1175.97100,,
K2-330 b,0,2016,13.77479800,2.770,8.10000,2.090000,
K2-331 b,0,2021,9.39897700,1.790,3.86000,3.700000,
K2-331 c,0,2018,22.99659100,2.720,7.85000,2.140000,
K2-332 b,0,2016,17.70632000,2.200,5.48000,2.830000,
K2-333 b,0,2018,14.75928700,6.180,31.60000,0.736000,
K2-334 b,0,2018,5.11398100,5.650,27.20000,0.829000,
K2-335 b,0,2016,12.28321100,2.210,5.52000,2.810000,
K2-336 b,0,2016,21.19473300,1.220,1.98000,5.990000,
K2-337 b,0,2016,16.27356300,2.620,7.37000,2.250000,
K2-338 b,0,2016,3.85061400,1.030,1.08000,5.430000,
K2-339 b,0,2019,19.50742800,1.920,4.35000,3.380000,
K2-34 b,0,2016,2.99563480,13.750,539.67534,0.940000,207.300
K2-340 b,0,2016,29.74045100,3.360,11.20000,1.620000,
K2-341 b,0,2018,36.55255100,3.210,10.40000,1.730000,
K2-342 b,0,2018,11.56105200,2.030,4.78000,3.140000,
K2-343 b,0,2019,2.78717400,1.650,3.36000,4.110000,
K2-343 c,0,2018,7.67697200,2.020,4.74000,3.160000,
K2-344 b,0,2018,3.35585000,1.590,3.15000,4.310000,
K2-345 b,0,2016,10.36743700,2.110,5.10000,2.980000,
K2-346 b,0,2016,26.20144600,2.260,5.73000,2.730000,
K2-347 b,0,2016,7.18725700,2.410,6.39000,2.510000,
K2-348 b,0,2018,4.68841800,3.260,10.70000,1.700000,
K2-348 c,0,2018,12.55017100,2.670,7.61000,2.200000,
K2-349 b,0,2016,9.03217800,1.380,2.48000,5.190000,
K2-35 b,0,2016,2.39996400,1.320,2.30000,5.500000,
K2-35 c,0,2016,5.60835200,1.930,4.38000,3.350000,
K2-350 b,0,2021,4.16387300,1.540,2.99000,4.500000,
K2-350 c,0,2016,19.99194400,2.740,7.95000,2.120000,
K2-351 b,0,2016,7.80616400,2.540,6.99000,2.340000,
K2-352 b,0,2021,3.66591200,1.370,2.45000,5.240000,
K2-352 c,0,2018,8.23488500,1.920,4.35000,3.380000,
K2-352 d,0,2018,14.87138700,2.230,5.60000,2.770000,
K2-353 b,0,2021,15.46680500,5.550,26.30000,0.845000,
K2-354 b,0,2016,3.79330600,1.560,3.05000,4.410000,
K2-355 b,0,2021,5.73856470,2.250,5.69000,2.740000,
K2-356 b,0,2021,21.02673660,2.290,5.86000,2.680000,
K2-357 b,0,2021,16.34886370,3.720,13.40000,1.430000,
K2-358 b,0,2021,11.25102850,2.680,7.65000,2.180000,
K2-36 b,0,2016,1.42261400,1.430,3.90000,7.200000,2.600
K2-36 c,0,2016,5.34105070,3.120,7.80000,1.300000,3.400
K2-365 b,0,2022,23.44817200,2.906,8.78000,1.970000,
K2-366 b,0,2022,15.93703900,2.359,6.16000,2.580000,
K2-367 b,0,2022,20.64509900,2.413,6.41000,2.510000,
K2-368 b,0,2022,5.02559800,1.332,2.34000,5.440000,
K2-368 c,0,2022,9.66018600,1.361,2.42000,5.270000,
K2-368 d,0,2022,20.20108500,1.948,4.45000,3.310000,
K2-369 b,0,2022,5.76161200,1.313,2.28000,5.530000,
K2-37 b,0,2016,4.44117000,1.610,3.22000,4.240000,
K2-37 c,0,2016,6.42904000,2.750,8.00000,2.110000,
K2-37 d,0,2016,14.09189000,2.730,7.90000,2.130000,
K2-370 b,0,2022,2.14084000,3.207,10.40000,1.730000,
K2-371 b,0,2022,3.11490500,13.024,,,
K2-372 b,0,2022,9.84407700,2.945,8.98000,1.930000,
K2-373 b,0,2022,11.02066000,2.061,4.90000,3.080000,
K2-374 b,0,2022,4.52195300,1.593,3.16000,4.300000,
K2-374 c,0,2022,16.43445000,2.213,5.53000,2.800000,
K2-375 b,0,2022,14.45389500,2.243,5.66000,2.760000,
K2-376 b,0,2022,5.77647500,1.736,3.66000,3.840000,
K2-377 b,0,2022,12.83223500,1.693,3.51000,3.970000,
K2-378 b,0,2022,2.06043800,2.880,8.65000,1.990000,
K2-379 b,0,2022,8.77724700,2.181,5.40000,2.860000,
K2-38 b,0,2016,4.01593000,1.906,19.06980,17.500000,4.600
K2-38 c,0,2016,10.56103000,2.420,9.90000,3.600000,2.800
K2-380 b,0,2022,9.40131200,2.729,7.89000,2.130000,
K2-381 b,0,2022,7.93893340,1.075,1.26000,5.570000,
K2-381 c,0,2022,16.03465600,2.000,4.66000,3.200000,
K2-381 d,0,2022,26.80302300,1.689,3.50000,3.990000,
K2-382 b,0,2022,21.70015600,2.072,4.95000,3.060000,
K2-383 b,0,2022,1.86596200,1.564,3.07000,4.410000,
K2-384 b,0,2022,2.23152700,1.076,1.26000,5.560000,
K2-384 c,0,2022,4.19476600,1.191,1.82000,5.920000,
K2-384 d,0,2022,6.67958200,1.392,2.52000,5.130000,
K2-384 e,0,2022,9.71504300,1.345,2.37000,5.350000,
K2-384 f,0,2022,13.62749000,2.222,5.57000,2.790000,
K2-385 b,0,2022,2.38086700,1.539,2.98000,4.490000,
K2-386 b,0,2022,7.47322300,2.320,5.99000,2.640000,
K2-387 b,0,2022,28.73532700,7.322,42.20000,0.591000,
K2-388 b,0,2022,6.33906900,3.660,13.00000,1.460000,
K2-389 b,0,2022,8.58404300,2.184,5.41000,2.850000,
K2-389 c,0,2022,20.85133700,2.040,4.82000,3.120000,
K2-39 b,0,2016,4.60543000,6.277,28.60470,0.500000,14.400
K2-390 b,0,2022,3.31279200,4.662,19.60000,1.060000,
K2-391 b,0,2022,4.62265400,1.371,2.45000,5.220000,
K2-392 b,0,2022,15.39872300,1.850,4.08000,3.540000,
K2-393 b,0,2022,10.41318100,2.352,6.13000,2.590000,
K2-394 b,0,2022,5.09571700,1.692,3.51000,3.980000,
K2-395 b,0,2022,4.80335200,2.597,7.26000,2.280000,
K2-395 c,0,2022,8.49128200,3.395,11.40000,1.600000,
K2-396 b,0,2022,0.67386200,1.579,3.12000,4.350000,
K2-396 c,0,2022,25.76051000,3.124,9.93000,1.790000,
K2-397 b,0,2022,3.57232600,2.417,6.42000,2.500000,
K2-398 b,0,2022,6.39302500,2.274,5.79000,2.710000,
K2-398 c,0,2022,18.78783900,5.098,22.80000,0.946000,
K2-399 b,0,2022,0.75997800,6.049,30.50000,0.757000,
K2-4 b,0,2015,10.00341700,2.100,5.06000,3.000000,
K2-400 b,0,2022,3.86505300,1.163,1.67000,5.830000,
K2-401 b,0,2022,6.29309900,2.262,5.74000,2.730000,
K2-402 b,0,2022,17.27474000,2.678,7.65000,2.190000,
K2-403 b,0,2022,33.58997900,5.333,24.60000,0.891000,
K2-404 b,0,2022,13.11536500,2.530,6.94000,2.350000,
K2-405 b,0,2022,3.43547100,4.569,18.90000,1.090000,
K2-406 b,0,2022,22.54940600,4.602,19.20000,1.080000,
K2-407 b,0,2022,4.94190700,1.283,2.19000,5.700000,
K2-407 c,0,2022,9.22453000,1.360,2.42000,5.290000,
K2-408 b,0,2022,20.97895900,1.677,3.45000,4.020000,
K2-409 b,0,2022,1.90808400,2.482,6.72000,2.420000,
K2-42 b,0,2016,6.68796000,2.150,5.27000,2.910000,
K2-43 b,0,2016,3.47114900,4.510,18.50000,1.110000,
K2-43 c,0,2019,2.19888400,2.420,6.44000,2.500000,
K2-44 b,0,2016,5.65700000,2.433,6.50000,2.480000,
K2-45 b,0,2016,1.72926840,6.710,36.40000,0.662000,
K2-46 b,0,2016,19.15410000,2.050,4.86000,3.100000,
K2-47 b,0,2016,31.63720000,1.890,4.23000,3.440000,
K2-48 b,0,2016,20.50650000,2.240,5.65000,2.760000,
K2-49 b,0,2016,2.77065000,1.930,4.38000,3.350000,
K2-5 b,0,2015,5.73594000,1.910,4.31000,3.400000,
K2-5 c,0,2015,10.93241000,2.260,5.73000,2.730000,
K2-50 b,0,2016,8.75290000,1.590,3.15000,4.310000,
K2-52 b,0,2016,3.53505500,18.000,45700.00000,43.100000,
K2-53 b,0,2016,12.20772000,2.600,7.27000,2.270000,
K2-54 b,0,2016,9.78430000,1.150,1.60000,5.780000,
K2-55 b,0,2016,2.84925800,3.820,14.00000,1.380000,
K2-57 b,0,2016,9.00630000,2.100,5.06000,3.000000,
K2-58 b,0,2016,7.05254000,2.680,7.65000,2.180000,
K2-58 c,0,2016,2.53726000,1.620,3.26000,4.210000,
K2-58 d,0,2016,22.88270000,1.710,3.57000,3.920000,
K2-59 b,0,2016,20.69210000,2.410,6.39000,2.510000,
K2-59 c,0,2016,11.29540000,2.300,5.90000,2.660000,
K2-6 b,0,2015,30.94191000,2.500,6.80000,2.390000,
K2-60 b,0,2016,3.00265000,7.656,135.39558,1.700000,61.000
K2-61 b,0,2016,2.57302000,2.480,6.71000,2.420000,
K2-62 b,0,2016,6.67202000,2.140,5.22000,2.930000,
K2-62 c,0,2016,16.19660000,2.140,5.22000,2.930000,
K2-63 b,0,2016,20.25700000,3.220,10.50000,1.730000,
K2-63 c,0,2016,25.45560000,3.900,14.50000,1.340000,
K2-64 b,0,2016,6.53044000,2.070,4.94000,3.060000,
K2-65 b,0,2016,12.64750000,1.580,3.12000,4.350000,
K2-66 b,0,2016,5.06963000,2.490,21.30000,7.800000,7.400
K2-68 b,0,2016,8.05428000,1.580,3.12000,4.350000,
K2-69 b,0,2016,7.06599000,2.320,5.99000,2.640000,
K2-7 b,0,2015,28.67992000,2.670,7.61000,2.200000,
K2-70 b,0,2016,13.97896000,2.890,8.70000,1.980000,
K2-71 b,0,2016,6.98541000,2.150,5.27000,2.910000,
K2-72 b,0,2016,5.57721200,1.080,1.28000,5.580000,
K2-72 c,0,2016,15.18903400,1.160,1.65000,5.810000,
K2-72 d,0,2016,7.76017800,1.010,1.01000,5.390000,
K2-72 e,0,2016,24.15886800,1.290,2.21000,5.660000,
K2-73 b,0,2016,7.49543000,2.450,6.57000,2.450000,
K2-74 b,0,2016,19.56660000,2.310,5.95000,2.650000,
K2-75 b,0,2016,7.81420000,2.670,7.61000,2.200000,
K2-75 c,0,2016,18.31100000,2.770,8.10000,2.090000,
K2-77 b,0,2016,8.19979600,2.300,603.87700,,
K2-79 b,0,2016,10.99474800,4.050,15.40000,1.270000,
K2-8 b,0,2015,10.35239000,3.580,12.50000,1.500000,
K2-8 c,0,2016,5.06416000,2.410,6.39000,2.510000,
K2-80 b,0,2016,19.09180000,2.010,4.70000,3.180000,
K2-80 c,0,2016,5.60500000,1.470,2.76000,4.770000,
K2-80 d,0,2018,28.86725300,2.552,7.04000,2.330000,
K2-81 b,0,2016,6.10232500,1.970,4.54000,3.260000,
K2-83 b,0,2016,2.74697000,1.244,2.08000,5.940000,
K2-83 c,0,2016,9.99767000,1.483,2.80000,4.720000,
K2-84 b,0,2016,6.42150000,2.410,6.39000,2.510000,
K2-84 c,0,2016,27.86000000,2.030,4.78000,3.140000,
K2-85 b,0,2016,0.68455900,1.200,1.87000,5.950000,
K2-86 b,0,2016,8.77683000,1.960,4.50000,3.280000,
K2-87 b,0,2016,9.72661800,7.600,44.90000,0.562000,
K2-88 b,0,2016,4.61220000,1.230,2.04000,6.020000,
K2-89 b,0,2016,1.09602600,0.615,0.17000,4.020000,
K2-9 b,0,2015,18.44980000,2.250,5.69000,2.740000,
K2-90 b,0,2016,13.73331400,2.600,7.27000,2.270000,
K2-90 c,0,2016,2.90070600,1.300,2.24000,5.600000,
K2-91 b,0,2016,1.41954900,1.100,1.37000,5.660000,
K2-95 b,0,2016,10.13464540,3.310,11.00000,1.670000,6.800
K2-97 b,0,2016,8.40672600,10.610,152.55840,0.702000,103.000
K2-98 b,0,2016,10.13644800,5.200,32.20000,2.150000,9.100
K2-99 b,0,2016,18.25198500,11.730,308.29510,1.050000,56.000
KELT-1 b,0,2012,1.21751400,12.442,8654.15000,24.700000,
KELT-10 b,0,2016,4.16627390,15.681,215.80657,0.308000,80.000
KELT-11 b,0,2017,4.73610000,15.132,54.34893,0.093000,18.500
KELT-12 b,0,2017,5.03162300,19.952,301.93850,0.209000,82.000
KELT-14 b,0,2016,1.71005660,19.537,408.09372,0.322000,185.100
KELT-15 b,0,2016,3.32944000,19.504,416.35730,0.360000,110.000
KELT-16 b,0,2017,0.96899510,15.861,874.03250,1.200000,494.000
KELT-17 b,0,2016,3.08017160,17.094,416.35730,0.460000,131.000
KELT-18 b,0,2017,2.87175180,17.598,375.03940,0.377000,127.000
KELT-19 A b,0,2017,4.61170930,21.409,1293.56810,0.744000,352.000
