pl_name,sy_mnum,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_rvamp
Kepler-732 c,0,2016,0.89304124,1.270,2.15000,5.770000,
Kepler-733 b,0,2016,20.83424726,2.820,8.35000,2.050000,
Kepler-734 b,0,2016,6.10485286,3.560,12.40000,1.510000,
Kepler-735 b,0,2016,11.51516988,2.950,9.01000,1.930000,
Kepler-736 b,0,2016,3.60147201,2.930,8.91000,1.950000,
Kepler-737 b,0,2016,28.59915399,1.960,4.50000,3.280000,
Kepler-738 b,0,2016,24.58721573,2.500,6.80000,2.390000,
Kepler-739 b,0,2016,12.53248465,3.320,11.00000,1.650000,
Kepler-74 b,0,2013,7.34071100,10.760,200.22000,0.880000,59.000
Kepler-740 b,0,2016,3.58410122,4.570,18.90000,1.090000,
Kepler-741 b,0,2016,7.03902374,2.970,9.11000,1.910000,
Kepler-742 b,0,2016,8.36086824,3.240,10.60000,1.710000,
Kepler-743 b,0,2016,3.17926292,1.210,1.92000,5.960000,
Kepler-744 b,0,2016,12.06222443,1.620,3.26000,4.210000,
Kepler-745 b,0,2016,9.93143556,2.160,5.31000,2.900000,
Kepler-746 b,0,2016,3.48159251,1.110,1.41000,5.670000,
Kepler-747 b,0,2016,35.61760587,5.270,24.10000,0.905000,
Kepler-748 b,0,2016,7.40742793,2.520,6.90000,2.370000,
Kepler-749 b,0,2016,17.31716585,3.100,9.80000,1.810000,
Kepler-75 b,0,2013,8.88491160,11.770,3209.90000,11.000000,1287.000
Kepler-750 b,0,2016,9.42887179,3.070,9.64000,1.830000,
Kepler-750 c,0,2016,4.08899022,1.620,3.26000,4.210000,
Kepler-751 b,0,2016,17.44490636,2.460,6.62000,2.440000,
Kepler-752 b,0,2016,18.82747265,2.810,8.30000,2.060000,
Kepler-753 b,0,2016,5.74772501,1.910,4.31000,3.400000,
Kepler-754 b,0,2016,14.55962370,2.010,4.70000,3.180000,
Kepler-755 b,0,2016,1.26909037,1.760,3.75000,3.780000,
Kepler-755 c,0,2016,2.85313364,1.260,2.13000,5.850000,
Kepler-756 b,0,2016,1.22486632,1.120,1.46000,5.710000,
Kepler-757 b,0,2016,1.02267882,1.360,2.42000,5.290000,
Kepler-758 b,0,2016,12.10971040,2.480,6.71000,2.420000,
Kepler-758 c,0,2016,4.75793986,1.690,3.50000,3.980000,
Kepler-758 d,0,2016,20.49661970,2.120,5.14000,2.960000,
Kepler-758 e,0,2016,8.19347190,1.530,2.96000,4.540000,
Kepler-759 b,0,2016,41.80598500,2.270,5.77000,2.710000,
Kepler-76 b,0,2013,1.54492980,15.244,638.83830,1.100000,306.000
Kepler-760 b,0,2016,8.70419416,3.060,9.59000,1.840000,
Kepler-760 c,0,2016,2.46697439,1.480,2.79000,4.730000,
Kepler-761 b,0,2016,10.12804789,2.030,4.78000,3.140000,
Kepler-762 b,0,2016,3.77055210,12.680,,,
Kepler-763 b,0,2016,1.19655156,1.220,1.98000,5.990000,
Kepler-764 b,0,2016,7.33683936,1.640,3.33000,4.150000,
Kepler-765 b,0,2016,27.66552260,2.430,6.48000,2.480000,
Kepler-766 b,0,2016,6.10027804,3.390,11.40000,1.610000,
Kepler-767 b,0,2016,161.52801010,6.640,35.70000,0.670000,
Kepler-768 b,0,2016,11.39100250,1.790,3.86000,3.700000,
Kepler-769 b,0,2016,7.42608998,2.920,8.85000,1.950000,
Kepler-769 c,0,2016,15.98701740,1.790,3.86000,3.700000,
Kepler-77 b,0,2013,3.57878087,10.761,136.66100,0.603000,59.200
Kepler-770 b,0,2016,18.92540274,2.300,5.90000,2.660000,
Kepler-770 c,0,2016,1.47532231,1.200,1.87000,5.950000,
Kepler-770 d,0,2016,4.15244722,1.400,2.54000,5.090000,
Kepler-771 b,0,2016,8.73485836,1.820,3.97000,3.620000,
Kepler-772 b,0,2016,12.99207337,1.820,3.97000,3.620000,
Kepler-773 b,0,2016,3.74910006,1.430,2.63000,4.940000,
Kepler-774 b,0,2016,11.08957230,3.170,10.20000,1.760000,
Kepler-775 b,0,2016,0.97486893,1.190,1.81000,5.900000,
Kepler-776 b,0,2016,4.89718784,1.280,2.18000,5.710000,
Kepler-777 b,0,2016,5.72812599,1.470,2.76000,4.770000,
Kepler-778 b,0,2016,3.75574426,1.680,3.46000,4.010000,
Kepler-779 b,0,2016,7.09714223,0.920,0.72100,5.090000,
Kepler-78 b,0,2013,0.35500744,1.121,1.96716,5.260000,2.000
Kepler-780 b,0,2016,0.67737516,0.890,0.64000,4.990000,
Kepler-781 b,0,2016,13.21407320,2.890,8.70000,1.980000,
Kepler-782 b,0,2016,158.68533080,3.210,10.40000,1.730000,
Kepler-783 b,0,2016,4.29264638,0.780,0.39900,4.620000,
Kepler-783 c,0,2020,7.05395000,2.332,6.04000,2.620000,
Kepler-784 b,0,2016,31.59226460,1.580,3.12000,4.350000,
Kepler-785 b,0,2016,1.97376093,13.020,,,
Kepler-786 b,0,2016,53.52934870,2.430,6.48000,2.480000,
Kepler-787 b,0,2016,0.92831050,1.280,2.18000,5.710000,
Kepler-788 b,0,2016,8.39846269,2.550,7.04000,2.330000,
Kepler-789 b,0,2016,8.63847725,2.120,5.14000,2.960000,
Kepler-79 b,0,2012,13.48450000,3.470,10.90000,1.430000,
Kepler-79 c,0,2012,27.40290000,3.720,5.90000,0.620000,
Kepler-79 d,0,2014,52.09020000,7.160,6.00000,0.090000,
Kepler-79 e,0,2014,81.06590000,3.490,4.10000,0.530000,
Kepler-790 b,0,2016,13.73469807,2.180,5.39000,2.860000,
Kepler-791 b,0,2016,14.55397590,3.050,9.53000,1.850000,
Kepler-792 b,0,2016,11.30119217,1.960,4.50000,3.280000,
Kepler-793 b,0,2016,4.24153639,1.370,2.45000,5.240000,
Kepler-794 b,0,2016,11.13125132,2.110,5.10000,2.980000,
Kepler-795 b,0,2016,29.61934210,1.680,3.46000,4.010000,
Kepler-796 b,0,2016,6.40087618,1.300,2.24000,5.600000,
Kepler-797 b,0,2016,27.07237711,2.170,5.35000,2.880000,
Kepler-798 b,0,2016,13.71933369,2.390,6.30000,2.540000,
Kepler-799 b,0,2016,133.46052350,6.880,37.90000,0.640000,
Kepler-799 c,0,2021,15.19419956,2.781,8.15000,2.080000,
Kepler-8 b,0,2010,3.52249910,15.872,187.51970,0.270000,68.400
Kepler-80 b,0,2012,7.05246000,2.670,6.93000,1.380000,
Kepler-80 c,0,2012,9.52355000,2.740,6.74000,1.220000,
Kepler-80 d,0,2014,3.07222000,1.530,6.75000,7.040000,
Kepler-80 e,0,2014,4.64489000,1.600,4.13000,3.750000,
Kepler-80 f,0,2016,0.98678730,1.210,1.92000,5.960000,
Kepler-80 g,0,2017,14.64558000,1.130,1.51000,5.750000,
Kepler-800 b,0,2016,14.13176026,2.850,8.50000,2.020000,
Kepler-801 b,0,2016,11.41928253,2.000,4.66000,3.200000,
Kepler-802 b,0,2016,40.05874730,3.540,12.30000,1.520000,
Kepler-803 b,0,2016,50.28638192,3.790,13.80000,1.390000,
Kepler-804 b,0,2016,14.37457351,1.940,4.42000,3.330000,
Kepler-804 c,0,2016,9.65185017,1.140,1.55000,5.750000,
Kepler-805 b,0,2016,30.86389310,2.890,8.70000,1.980000,
Kepler-806 b,0,2016,8.09219642,1.140,1.55000,5.750000,
Kepler-807 b,0,2016,117.93108781,10.420,76.80000,0.373000,
Kepler-808 b,0,2016,0.63133235,1.460,2.73000,4.820000,
Kepler-809 b,0,2016,55.63934000,3.010,9.32000,1.880000,
Kepler-81 b,0,2012,5.95500000,2.420,17.20000,6.670000,
Kepler-81 c,0,2012,12.04000000,2.370,4.30000,1.770000,
Kepler-81 d,0,2014,20.83784600,1.210,1.92000,5.960000,
Kepler-810 b,0,2016,4.59725385,1.930,4.38000,3.350000,
Kepler-811 b,0,2016,23.58447697,2.700,7.75000,2.160000,
Kepler-812 b,0,2016,10.11716531,3.550,12.30000,1.510000,
Kepler-813 b,0,2016,19.12947337,2.140,5.22000,2.930000,
Kepler-814 b,0,2016,6.14698510,2.120,5.14000,2.960000,
Kepler-815 b,0,2016,8.57503552,4.110,15.80000,1.250000,
Kepler-816 b,0,2016,10.50682565,10.240,74.50000,0.381000,
Kepler-817 b,0,2016,3.99010623,9.030,60.20000,0.449000,
Kepler-818 b,0,2016,10.03538581,5.110,22.90000,0.943000,
Kepler-819 b,0,2016,33.19956480,2.760,8.05000,2.100000,
Kepler-82 b,0,2012,26.44000000,4.070,12.15000,0.980000,
Kepler-82 c,0,2012,51.54000000,5.340,13.90000,0.494000,
Kepler-82 d,0,2014,2.38296100,1.770,3.78000,3.750000,
Kepler-82 e,0,2014,5.90220600,2.470,6.66000,2.430000,
Kepler-82 f,0,2019,75.73200000,4.840,20.90000,1.010000,
Kepler-820 b,0,2016,127.83380980,6.090,30.80000,0.749000,
Kepler-821 b,0,2016,1.92279873,1.310,2.27000,5.550000,
Kepler-822 b,0,2016,3.22296927,1.770,3.78000,3.750000,
Kepler-823 b,0,2016,4.16809082,1.570,3.09000,4.390000,
Kepler-824 b,0,2016,4.51436633,1.870,4.16000,3.500000,
Kepler-825 b,0,2016,3.77360059,1.530,2.96000,4.540000,
Kepler-825 c,0,2016,8.18182460,1.840,4.04000,3.560000,
Kepler-826 b,0,2016,4.48758907,1.250,2.10000,5.910000,
Kepler-827 b,0,2016,51.92927591,5.630,27.00000,0.831000,
Kepler-828 b,0,2016,0.56785714,1.510,2.89000,4.610000,
Kepler-829 b,0,2016,6.88337562,2.110,5.10000,2.980000,
Kepler-83 b,0,2012,9.77000000,2.830,42.10000,10.200000,
Kepler-83 c,0,2012,20.09000000,2.360,11.40000,4.770000,
Kepler-83 d,0,2014,5.16979600,1.940,24.60000,18.500000,
Kepler-830 b,0,2016,11.29695137,1.700,3.53000,3.950000,
Kepler-831 b,0,2016,5.62153941,1.270,2.15000,5.770000,
Kepler-832 b,0,2016,7.13969410,2.060,4.90000,3.080000,
Kepler-833 b,0,2016,18.75469980,2.020,4.74000,3.160000,
Kepler-834 b,0,2016,13.32388301,2.020,4.74000,3.160000,
Kepler-835 b,0,2016,11.41909375,2.790,8.20000,2.070000,
Kepler-836 b,0,2016,11.36112327,2.730,7.90000,2.130000,
Kepler-837 b,0,2016,16.56059504,2.560,7.08000,2.320000,
Kepler-838 b,0,2016,15.74957994,2.730,7.90000,2.130000,
Kepler-839 b,0,2016,37.81445140,2.570,7.13000,2.310000,
Kepler-84 b,0,2012,8.72600000,2.230,40.00000,19.800000,
Kepler-84 c,0,2012,12.88300000,2.360,20.20000,8.440000,
Kepler-84 d,0,2014,4.22453700,1.380,2.48000,5.190000,
Kepler-84 e,0,2014,27.43438900,2.600,7.27000,2.270000,
Kepler-84 f,0,2014,44.55216900,2.200,5.48000,2.830000,
Kepler-841 b,0,2016,124.41983980,5.230,23.80000,0.914000,
Kepler-842 b,0,2016,1.21956827,1.600,3.19000,4.280000,
Kepler-843 b,0,2016,2.05387982,2.590,7.22000,2.280000,
Kepler-844 b,0,2016,2.61302086,1.680,3.46000,4.010000,
Kepler-845 b,0,2016,0.92785982,2.040,4.82000,3.120000,
Kepler-846 b,0,2016,19.80792185,2.480,6.71000,2.420000,
Kepler-847 b,0,2016,2.34323190,1.180,1.76000,5.890000,
Kepler-848 b,0,2016,6.91134416,1.700,3.53000,3.950000,
Kepler-849 b,0,2016,394.62449040,7.140,40.40000,0.610000,
Kepler-85 b,0,2012,8.30600000,1.970,4.54000,3.260000,
Kepler-85 c,0,2012,12.51300000,2.180,20.90000,11.100000,
Kepler-85 d,0,2014,17.91323000,1.200,1.87000,5.950000,
Kepler-85 e,0,2014,25.21675100,1.270,0.60000,1.600000,
Kepler-850 b,0,2016,7.19303878,1.780,3.82000,3.720000,
Kepler-851 b,0,2016,8.50699658,1.680,3.46000,4.010000,
Kepler-852 b,0,2016,44.93098040,2.540,6.99000,2.340000,
Kepler-853 b,0,2016,7.16892463,1.690,3.50000,3.980000,
Kepler-855 b,0,2016,7.88663110,8.350,52.70000,0.497000,
Kepler-856 b,0,2016,8.02768059,9.300,63.30000,0.432000,
Kepler-857 b,0,2016,85.35129427,6.800,37.20000,0.650000,
Kepler-858 b,0,2016,76.13602028,4.870,21.10000,1.000000,
Kepler-859 b,0,2016,20.38177573,3.090,9.75000,1.820000,
Kepler-860 b,0,2016,5.10137945,3.240,10.60000,1.710000,
Kepler-861 b,0,2016,3.94963138,2.280,5.82000,2.700000,
Kepler-862 b,0,2016,3.14866453,2.210,5.52000,2.810000,
Kepler-863 b,0,2016,15.59461874,2.900,8.75000,1.970000,
Kepler-864 b,0,2016,5.83376092,2.400,6.35000,2.520000,
Kepler-865 b,0,2016,14.16399294,2.490,6.76000,2.410000,
Kepler-866 b,0,2016,2.61703254,1.630,3.29000,4.170000,
Kepler-867 b,0,2016,150.24212700,4.640,19.40000,1.070000,
Kepler-868 b,0,2016,5.03251791,2.050,4.86000,3.100000,
Kepler-869 b,0,2016,40.42877550,3.610,12.70000,1.480000,
Kepler-87 b,0,2013,114.73635000,13.490,324.20000,0.729000,
Kepler-87 c,0,2013,191.23180000,6.140,6.40000,0.152000,
Kepler-870 b,0,2016,21.35876210,2.780,8.15000,2.080000,
Kepler-871 b,0,2016,22.04590180,3.740,13.50000,1.420000,
Kepler-872 b,0,2016,2.57885507,1.990,4.62000,3.220000,
Kepler-873 b,0,2016,20.55338440,3.750,13.50000,1.410000,
Kepler-874 b,0,2016,40.06867270,3.940,14.70000,1.320000,
Kepler-875 b,0,2016,27.50737990,2.900,8.75000,1.970000,
Kepler-876 b,0,2016,5.14438011,1.430,2.63000,4.940000,
Kepler-877 b,0,2016,18.45847097,2.120,5.14000,2.960000,
Kepler-878 b,0,2016,25.94220330,1.930,4.38000,3.350000,
Kepler-879 b,0,2016,33.38559380,2.570,7.13000,2.310000,
Kepler-88 d,0,2020,1403.00000000,13.100,965.14700,2.360000,63.500
Kepler-880 b,0,2016,7.71468975,2.660,7.56000,2.210000,
Kepler-881 b,0,2016,4.44448017,1.780,3.82000,3.720000,
Kepler-882 b,0,2016,3.98953967,1.230,2.04000,6.020000,
Kepler-883 b,0,2016,12.98495573,1.780,3.82000,3.720000,
Kepler-884 b,0,2016,5.69919514,1.230,2.04000,6.020000,
Kepler-885 b,0,2016,18.11472949,2.500,6.80000,2.390000,
Kepler-886 b,0,2016,6.24146367,1.520,2.92000,4.570000,
Kepler-887 b,0,2016,20.42228798,1.840,4.04000,3.560000,
Kepler-887 c,0,2016,7.63846023,1.130,1.51000,5.750000,
Kepler-888 b,0,2016,70.69790610,1.760,3.75000,3.780000,
Kepler-889 b,0,2016,3.74443900,1.090,1.32000,5.600000,
Kepler-890 b,0,2016,52.75875577,8.890,58.60000,0.458000,
Kepler-891 b,0,2016,53.44945593,6.410,33.60000,0.701000,
Kepler-892 b,0,2016,13.75210720,2.810,8.30000,2.060000,
Kepler-893 b,0,2016,6.33855761,3.030,9.43000,1.860000,
Kepler-894 b,0,2016,9.80322400,2.780,8.15000,2.080000,
Kepler-895 b,0,2016,2.80624233,1.540,2.99000,4.500000,
Kepler-896 b,0,2016,144.54739600,2.530,6.94000,2.350000,
Kepler-897 b,0,2016,8.04726420,2.390,6.30000,2.540000,
Kepler-898 b,0,2016,5.87061910,1.490,2.83000,4.700000,
Kepler-899 b,0,2016,19.17891293,2.680,7.65000,2.180000,
Kepler-9 b,0,2010,19.23891000,8.290,43.40000,0.420000,9.560
Kepler-9 c,0,2010,38.98530000,8.080,29.90000,0.310000,
Kepler-9 d,0,2010,1.59285100,1.640,3.33000,4.150000,
Kepler-90 i,0,2017,14.44912000,1.320,2.30000,5.500000,
Kepler-900 b,0,2016,6.99130860,2.080,4.98000,3.040000,
Kepler-901 b,0,2016,3.51749439,1.370,2.45000,5.240000,
Kepler-902 b,0,2016,40.10995470,2.540,6.99000,2.340000,
Kepler-903 b,0,2016,10.35077210,2.010,4.70000,3.180000,
Kepler-903 c,0,2016,62.92285570,2.530,6.94000,2.350000,
Kepler-904 b,0,2016,3.02166863,1.770,3.78000,3.750000,
Kepler-905 b,0,2016,5.08274652,1.410,2.57000,5.040000,
Kepler-906 b,0,2016,41.69799760,2.110,5.10000,2.980000,
Kepler-907 b,0,2016,15.86621821,1.200,1.87000,5.950000,
Kepler-908 b,0,2016,1.34059747,1.220,1.98000,5.990000,
Kepler-909 b,0,2016,13.93290318,1.470,2.76000,4.770000,
Kepler-91 b,0,2013,6.24658000,15.323,257.44230,0.400000,70.000
Kepler-910 b,0,2016,2.36436901,0.820,0.47700,4.750000,
Kepler-911 b,0,2016,20.31050100,2.600,7.27000,2.270000,
Kepler-912 b,0,2016,2.53475627,2.800,8.25000,2.070000,
Kepler-913 b,0,2016,10.29672521,2.060,4.90000,3.080000,
Kepler-913 c,0,2021,5.93911982,3.858,14.20000,1.360000,
Kepler-914 b,0,2016,4.40966548,1.380,2.48000,5.190000,
Kepler-915 b,0,2016,4.59489604,1.500,2.86000,4.660000,
Kepler-916 b,0,2016,32.29687980,1.760,3.75000,3.780000,
Kepler-917 b,0,2016,2.97041437,1.910,4.31000,3.400000,
Kepler-918 b,0,2016,4.85386933,1.740,3.68000,3.840000,
Kepler-919 b,0,2016,11.04603384,2.250,5.69000,2.740000,
Kepler-92 b,0,2013,13.74900000,3.510,64.30000,8.170000,
Kepler-92 c,0,2013,26.72300000,2.600,6.10000,1.910000,
Kepler-92 d,0,2015,49.35680000,2.067,4.93000,3.070000,
Kepler-920 b,0,2016,6.53192704,2.420,6.44000,2.500000,
Kepler-920 c,0,2016,100.82741130,3.800,13.80000,1.380000,
Kepler-921 b,0,2016,51.30063400,2.870,8.60000,2.000000,
Kepler-922 b,0,2016,0.93846683,1.420,2.60000,4.990000,
Kepler-923 b,0,2016,6.93366476,1.380,2.48000,5.190000,
Kepler-924 b,0,2016,61.03701170,3.070,9.64000,1.830000,
Kepler-925 b,0,2016,33.86785310,2.340,6.08000,2.610000,
Kepler-926 b,0,2016,52.06886010,2.310,5.95000,2.650000,
Kepler-927 b,0,2016,9.11499030,1.720,3.61000,3.900000,
Kepler-928 b,0,2016,3.93246130,1.590,3.15000,4.310000,
Kepler-929 b,0,2016,0.92103214,1.110,1.41000,5.670000,
Kepler-93 b,0,2014,4.72674000,1.569,4.54426,1.652000,1.600
Kepler-93 c,0,2014,1460.00000000,,954.00000,,60.000
Kepler-930 b,0,2016,71.45177750,2.130,5.18000,2.950000,
Kepler-931 b,0,2016,8.03755877,1.330,2.33000,5.440000,
Kepler-932 b,0,2016,1.92143740,1.370,2.45000,5.240000,
Kepler-933 b,0,2016,14.20443009,2.460,6.62000,2.440000,
Kepler-934 b,0,2016,55.67383090,2.090,5.02000,3.020000,
Kepler-935 b,0,2016,4.88083852,1.350,2.39000,5.340000,
Kepler-936 b,0,2016,10.56134221,1.450,2.70000,4.870000,
Kepler-937 b,0,2016,67.66882700,3.720,13.40000,1.430000,
Kepler-937 c,0,2016,153.34336400,2.670,7.61000,2.200000,
Kepler-938 b,0,2016,52.62984170,2.220,5.56000,2.790000,
Kepler-939 b,0,2016,14.87829600,1.750,3.71000,3.800000,
Kepler-94 b,0,2014,2.50806000,3.510,10.84000,1.450000,6.110
Kepler-94 c,0,2014,820.30000000,12.500,3126.00000,8.790000,262.700
Kepler-940 b,0,2016,59.62252570,3.340,11.10000,1.640000,
Kepler-941 b,0,2016,17.42395198,3.080,9.69000,1.820000,
Kepler-942 b,0,2016,44.96417488,2.130,5.18000,2.950000,
Kepler-943 b,0,2016,49.77014380,5.930,29.50000,0.777000,
Kepler-944 b,0,2016,43.31677370,2.630,7.41000,2.240000,
Kepler-945 b,0,2016,31.00338140,2.630,7.41000,2.240000,
Kepler-946 b,0,2016,11.79162572,1.930,4.38000,3.350000,
Kepler-947 b,0,2016,26.96443170,2.280,5.82000,2.700000,
Kepler-948 b,0,2016,7.76846622,1.850,4.08000,3.540000,
Kepler-949 b,0,2016,8.68930730,2.910,8.80000,1.960000,
Kepler-95 b,0,2014,11.52310000,3.420,13.00000,1.710000,3.360
Kepler-950 b,0,2016,98.71804060,8.980,59.60000,0.452000,
Kepler-951 b,0,2016,71.52530845,5.590,26.70000,0.840000,
Kepler-952 b,0,2016,130.35469190,7.650,45.40000,0.557000,
Kepler-953 b,0,2016,88.40655258,4.210,16.50000,1.220000,
Kepler-953 c,0,2016,9.10967112,1.190,1.81000,5.900000,
Kepler-954 b,0,2016,16.78176602,2.320,5.99000,2.640000,
Kepler-955 b,0,2016,14.53244172,3.130,9.96000,1.780000,
Kepler-956 b,0,2016,5.24867263,3.000,9.27000,1.890000,
Kepler-957 b,0,2016,5.90741354,5.500,25.90000,0.855000,
Kepler-958 b,0,2016,9.76788050,2.060,4.90000,3.080000,
Kepler-959 b,0,2016,14.80074836,4.380,17.60000,1.150000,
Kepler-96 b,0,2014,16.23850000,2.670,8.46000,2.260000,2.100
Kepler-960 b,0,2016,3.12686223,2.290,5.86000,2.680000,
Kepler-961 b,0,2016,16.87727414,2.550,7.04000,2.330000,
Kepler-962 b,0,2016,12.05707239,1.970,4.54000,3.260000,
Kepler-963 b,0,2016,9.97683705,2.660,7.56000,2.210000,
Kepler-964 b,0,2016,13.52251060,2.120,5.14000,2.960000,
Kepler-965 b,0,2016,134.25272980,3.380,11.40000,1.620000,
Kepler-966 b,0,2016,99.74762200,4.130,16.00000,1.250000,
Kepler-967 b,0,2016,13.22713379,2.350,6.12000,2.590000,
Kepler-967 c,0,2016,198.71125020,3.650,12.90000,1.460000,
Kepler-968 b,0,2016,3.69298373,2.000,4.66000,3.200000,
Kepler-968 c,0,2016,5.70940492,1.690,3.50000,3.980000,
Kepler-969 b,0,2016,34.17317140,2.070,4.94000,3.060000,
Kepler-969 c,0,2016,1.68293460,0.990,0.93700,5.310000,
Kepler-97 b,0,2014,2.58664000,1.480,3.51000,5.440000,1.650
Kepler-97 c,0,2014,789.00000000,,344.00000,,25.000
Kepler-970 b,0,2016,16.73652500,2.609,7.31000,2.260000,
Kepler-971 b,0,2016,9.59070716,2.130,5.18000,2.950000,
Kepler-972 b,0,2016,7.03932553,4.650,19.50000,1.070000,
Kepler-973 b,0,2016,49.60773310,1.960,4.50000,3.280000,
Kepler-974 b,0,2016,4.19449651,1.570,3.09000,4.390000,
Kepler-975 b,0,2016,1.97034246,1.480,2.79000,4.730000,
Kepler-976 b,0,2016,105.95641480,3.960,14.90000,1.320000,
Kepler-977 b,0,2016,26.85328322,2.620,7.37000,2.250000,
Kepler-978 b,0,2016,49.62215090,2.990,9.22000,1.900000,
Kepler-979 b,0,2016,8.08801350,2.720,7.85000,2.140000,
Kepler-98 b,0,2014,1.54168000,1.990,3.55000,2.180000,1.820
Kepler-980 b,0,2016,11.55102504,2.670,7.61000,2.200000,
Kepler-981 b,0,2016,4.46975774,2.310,5.95000,2.650000,
Kepler-982 b,0,2016,15.77382210,2.250,5.69000,2.740000,
Kepler-983 b,0,2016,60.08550820,2.360,6.17000,2.580000,
Kepler-984 b,0,2016,43.03422720,2.120,5.14000,2.960000,
Kepler-985 b,0,2016,116.33190100,2.980,9.17000,1.900000,
Kepler-986 b,0,2016,56.43499380,2.360,6.17000,2.580000,
Kepler-987 b,0,2016,105.30331480,3.260,10.70000,1.700000,
Kepler-988 b,0,2016,17.76080053,2.070,4.94000,3.060000,
Kepler-989 b,0,2016,7.96431535,2.210,5.52000,2.810000,
Kepler-99 b,0,2014,4.60358000,1.480,6.15000,10.900000,2.910
Kepler-990 b,0,2016,9.91723428,2.600,7.27000,2.270000,
Kepler-990 c,0,2016,0.53835431,1.530,2.96000,4.540000,
Kepler-991 b,0,2016,82.53425190,2.540,6.99000,2.340000,
Kepler-992 b,0,2016,20.16034462,1.620,3.26000,4.210000,
Kepler-993 b,0,2016,22.08557563,2.970,9.11000,1.910000,
Kepler-994 b,0,2016,1.15116651,1.600,3.19000,4.280000,
Kepler-995 b,0,2016,28.26731672,2.700,7.75000,2.160000,
Kepler-996 b,0,2016,3.77059058,1.980,4.58000,3.240000,
Kepler-997 b,0,2016,2.70730672,1.360,2.42000,5.290000,
Kepler-998 b,0,2016,5.65377733,2.320,5.99000,2.640000,
Kepler-999 b,0,2016,5.99185702,2.340,6.08000,2.610000,
L 168-9 b,0,2020,1.40150000,1.390,4.60000,9.600000,3.660
L 98-59 b,0,2019,2.25311360,0.850,0.40000,3.600000,0.460
L 98-59 c,0,2019,3.69067770,1.385,2.22000,4.570000,2.190
L 98-59 d,0,2019,7.45072450,1.521,1.94000,2.950000,1.500
L 98-59 e,0,2021,12.79600000,1.560,3.06000,4.430000,2.010
LHS 1140 b,0,2017,24.73694000,1.635,6.38000,8.040000,4.210
LHS 1140 c,0,2018,3.77792000,1.169,1.76000,6.070000,2.220
LHS 1478 b,0,2021,1.94953780,1.242,2.33000,6.670000,3.130
LHS 1678 b,0,2021,0.86023220,0.696,0.35000,6.000000,
LHS 1678 c,0,2021,3.69424700,0.982,1.40000,10.600000,
LHS 1815 b,0,2020,3.81433000,1.088,8.70000,,2.700
LHS 3844 b,0,2019,0.46292913,1.303,2.25000,5.590000,
LP 714-47 b,0,2020,4.05203700,4.700,30.80000,1.700000,17.600
LP 791-18 b,0,2019,0.94800500,1.120,1.46000,5.710000,
LP 791-18 c,0,2019,4.98996300,2.310,5.95000,2.650000,
LP 890-9 b,0,2022,2.72990250,1.320,13.20000,,25.100
LP 890-9 c,0,2022,8.45746300,1.367,25.30000,,33.000
LSPM J2116+0234 b,0,2019,14.43990000,3.710,13.30000,1.430000,6.260
LTT 1445 A b,0,2019,5.35876570,1.305,2.87000,7.100000,2.600
LTT 1445 A c,0,2022,3.12390350,1.147,1.54000,5.570000,1.670
LTT 3780 b,0,2020,0.76844800,1.332,2.62000,6.100000,3.410
LTT 3780 c,0,2020,12.25190000,2.300,8.60000,3.900000,4.440
LTT 9779 b,0,2020,0.79205200,4.720,29.32000,1.536000,19.650
LkCa 15 b,0,2015,,,,,
LkCa 15 c,0,2015,,,,,
Lupus-TR-3 b,0,2007,3.91405000,9.976,257.43100,1.400000,
MASCARA-1 b,0,2017,2.14878000,16.814,1175.97100,1.500000,
MASCARA-4 b,0,2020,2.82406000,17.150,985.27300,1.070000,
MOA-2007-BLG-192L b,0,2008,,1.630,3.30000,4.190000,
MOA-2007-BLG-400L b,0,2008,,13.900,260.00000,0.532000,
MOA-2008-BLG-310L b,0,2009,,5.180,23.40000,0.925000,
MOA-2008-BLG-379L b,0,2013,,13.000,1300.00000,3.250000,
MOA-2009-BLG-266L b,0,2011,2800.00000000,3.210,10.40000,1.730000,
MOA-2009-BLG-319L b,0,2010,,9.640,67.30000,0.413000,
MOA-2009-BLG-387L b,0,2010,1980.00000000,13.200,830.00000,1.980000,
MOA-2010-BLG-073L b,0,2012,,12.400,3500.00000,10.100000,
MOA-2010-BLG-117L b,0,2018,,14.200,170.00000,0.326000,
MOA-2010-BLG-328L b,0,2013,,2.990,9.20000,1.890000,
MOA-2010-BLG-353L b,0,2015,,11.100,86.00000,0.346000,
MOA-2010-BLG-477L b,0,2012,,13.600,480.00000,1.050000,
MOA-2011-BLG-028L b,0,2016,,5.990,30.00000,0.767000,
MOA-2011-BLG-262L b,0,2014,,4.290,17.00000,1.180000,
MOA-2011-BLG-291L b,0,2018,,4.430,18.00000,1.140000,
MOA-2011-BLG-293L b,0,2012,3000.00000000,12.900,1500.00000,3.840000,
MOA-2011-BLG-322L b,0,2013,,12.400,3690.00000,10.600000,
MOA-2012-BLG-006L b,0,2017,,12.600,2700.00000,7.420000,
MOA-2012-BLG-505L b,0,2017,,2.480,6.70000,2.410000,
MOA-2013-BLG-220L b,0,2014,,13.200,871.00000,2.080000,
MOA-2013-BLG-605L b,0,2016,,1.620,3.24000,4.190000,
