pl_name,sy_mnum,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim
Kepler-120 b,0,2014,6.31250100,0.00000800,-0.00000800,0,2.150,0.170,-0.170,0,8.50000,9.70000,-7.50000,0,4.700000,,,0,0.03300,0.00039,-0.00039,0,,,,
Kepler-120 c,0,2014,12.79458500,0.00004400,-0.00004400,0,1.530,0.090,-0.090,0,2.96000,,,0,4.540000,,,0,0.02560,0.00072,-0.00049,0,,,,
Kepler-1200 b,0,2016,1.11854972,0.00000312,-0.00000312,0,1.060,0.060,-0.080,0,1.20000,,,0,5.540000,,,0,0.01432,0.00052,-0.00086,0,,,,
Kepler-1201 b,0,2016,15.18725932,0.00008158,-0.00008158,0,2.290,0.910,-0.430,0,5.86000,,,0,2.680000,,,0,0.01749,0.00228,-0.00182,0,,,,
Kepler-1202 b,0,2016,28.68513240,0.00018990,-0.00018990,0,2.940,0.910,-0.310,0,8.96000,,,0,1.940000,,,0,0.02631,0.00578,-0.00108,0,,,,
Kepler-1203 b,0,2016,0.58800076,0.00000058,-0.00000058,0,1.060,0.060,-0.040,0,1.20000,,,0,5.540000,,,0,0.01558,0.00080,-0.00041,0,,,,
Kepler-1204 b,0,2016,85.73502850,0.00063730,-0.00063730,0,3.050,0.870,-0.300,0,9.53000,,,0,1.850000,,,0,0.02670,0.00094,-0.00085,0,,,,
Kepler-1205 b,0,2016,1.07839035,0.00000160,-0.00000160,0,1.410,0.100,-0.090,0,2.57000,,,0,5.040000,,,0,0.01631,0.00052,-0.00056,0,,,,
Kepler-1206 b,0,2016,1.21699766,0.00000261,-0.00000261,0,1.640,0.090,-0.080,0,3.33000,,,0,4.150000,,,0,0.01983,0.00087,-0.00066,0,,,,
Kepler-1207 b,0,2016,13.68237119,0.00008986,-0.00008986,0,1.620,0.510,-0.180,0,3.26000,,,0,4.210000,,,0,0.01368,0.00323,-0.00083,0,,,,
Kepler-1208 b,0,2016,11.08507637,0.00005235,-0.00005235,0,2.320,0.190,-0.140,0,5.99000,,,0,2.640000,,,0,0.02800,0.00181,-0.00081,0,,,,
Kepler-1209 b,0,2016,25.36911600,0.00012490,-0.00012490,0,1.510,0.320,-0.180,0,2.89000,,,0,4.610000,,,0,0.00981,0.00032,-0.00029,0,,,,
Kepler-121 b,0,2014,3.17742200,0.00000300,-0.00000300,0,2.340,1.270,-1.270,0,6.08000,,,0,2.610000,,,0,0.03145,0.00078,-0.00053,0,,,,
Kepler-121 c,0,2014,41.00801100,0.00019100,-0.00019100,0,2.270,1.250,-1.250,0,5.77000,,,0,2.710000,,,0,0.03424,0.00003,-0.00444,0,,,,
Kepler-1210 b,0,2016,8.07124073,0.00004899,-0.00004899,0,1.700,0.300,-0.130,0,3.53000,,,0,3.950000,,,0,0.01677,0.00096,-0.00059,0,,,,
Kepler-1211 b,0,2016,11.01816836,0.00007975,-0.00007975,0,2.550,0.420,-0.410,0,7.04000,,,0,2.330000,,,0,0.02546,0.00221,-0.00342,0,,,,
Kepler-1212 b,0,2016,12.94130146,0.00007910,-0.00007910,0,2.140,0.580,-0.270,0,5.22000,,,0,2.930000,,,0,0.01726,0.00074,-0.00050,0,,,,
Kepler-1213 b,0,2016,5.34982412,0.00002659,-0.00002659,0,1.190,0.130,-0.100,0,1.81000,,,0,5.900000,,,0,0.00858,0.00036,-0.00026,0,,,,
Kepler-1214 b,0,2016,18.82634264,0.00008784,-0.00008784,0,2.360,0.190,-0.110,0,6.17000,,,0,2.580000,,,0,0.02696,0.00161,-0.00063,0,,,,
Kepler-1215 b,0,2016,4.76703963,0.00002300,-0.00002300,0,1.220,0.180,-0.120,0,1.98000,,,0,5.990000,,,0,0.01197,0.00052,-0.00079,0,,,,
Kepler-1216 b,0,2016,4.37034536,0.00001993,-0.00001993,0,1.390,0.220,-0.110,0,2.51000,,,0,5.140000,,,0,0.01321,0.00067,-0.00044,0,,,,
Kepler-1217 b,0,2016,2.03232507,0.00000646,-0.00000646,0,1.990,0.480,-0.190,0,4.62000,,,0,3.220000,,,0,0.01668,0.00071,-0.00046,0,,,,
Kepler-1218 b,0,2016,22.92212660,0.00023370,-0.00023370,0,1.440,0.150,-0.140,0,2.67000,,,0,4.910000,,,0,0.01156,0.00012,-0.00067,0,,,,
Kepler-1219 b,0,2016,16.10467749,0.00008828,-0.00008828,0,2.120,0.560,-0.450,0,5.14000,,,0,2.960000,,,0,0.01019,0.00034,-0.00031,0,,,,
Kepler-122 b,0,2014,5.76619300,0.00001600,-0.00001600,0,2.340,0.460,-0.460,0,6.08000,,,0,2.610000,,,0,0.01749,0.00028,-0.00019,0,,,,
Kepler-122 c,0,2014,12.46598800,0.00000900,-0.00000900,0,5.870,1.160,-1.160,0,29.00000,,,0,0.788000,,,0,0.04341,0.00024,-0.00030,0,,,,
Kepler-122 d,0,2014,21.58747500,0.00016400,-0.00016400,0,2.200,0.440,-0.440,0,5.48000,,,0,2.830000,,,0,0.01680,0.00050,-0.00027,0,,,,
Kepler-122 e,0,2014,37.99327300,0.00039000,-0.00039000,0,2.600,0.540,-0.540,0,27.70000,11.40000,-9.80000,0,8.660000,,,0,0.01839,0.00051,-0.00034,0,,,,
Kepler-122 f,0,2014,56.26800000,,,0,1.750,0.600,-0.160,0,36.00000,19.40000,-16.20000,0,36.900000,,,0,0.01709,0.00055,-0.00029,0,,,,
Kepler-1220 b,0,2016,7.42693741,0.00004187,-0.00004187,0,1.520,0.330,-0.190,0,2.92000,,,0,4.570000,,,0,0.01377,0.00070,-0.00043,0,,,,
Kepler-1221 b,0,2016,12.00096042,0.00005761,-0.00005761,0,1.880,0.300,-0.160,0,4.19000,,,0,3.470000,,,0,0.02136,0.00308,-0.00150,0,,,,
Kepler-1222 b,0,2016,1.91694425,0.00000611,-0.00000611,0,0.790,0.060,-0.060,0,0.41800,,,0,4.660000,,,0,0.00938,0.00050,-0.00033,0,,,,
Kepler-1223 b,0,2016,16.30125900,0.00010300,-0.00010300,0,1.220,0.060,-0.080,0,1.98000,,,0,5.990000,,,0,0.01507,0.00049,-0.00083,0,,,,
Kepler-1224 b,0,2016,13.32351601,0.00007281,-0.00007281,0,1.330,0.120,-0.080,0,2.33000,,,0,5.440000,,,0,0.00968,0.00047,-0.00025,0,,,,
Kepler-1225 b,0,2016,7.01075434,0.00002753,-0.00002753,0,1.820,0.610,-0.240,0,3.97000,,,0,3.620000,,,0,0.01388,0.00063,-0.00045,0,,,,
Kepler-1226 b,0,2016,17.29234530,0.00011870,-0.00011870,0,1.450,0.260,-0.150,0,2.70000,,,0,4.870000,,,0,0.01297,0.00052,-0.00037,0,,,,
Kepler-1227 b,0,2016,94.28875770,0.00058730,-0.00058730,0,2.290,0.520,-0.230,0,5.86000,,,0,2.680000,,,0,0.02198,0.00365,-0.00111,0,,,,
Kepler-1228 b,0,2016,0.57736958,0.00000041,-0.00000041,0,1.540,0.110,-0.140,0,2.99000,,,0,4.500000,,,0,0.01868,0.00057,-0.00027,0,,,,
Kepler-1229 b,0,2016,86.82898900,0.00106900,-0.00106900,0,1.400,0.110,-0.130,0,2.54000,,,0,5.090000,,,0,0.02468,0.00157,-0.00164,0,,,,
Kepler-123 b,0,2014,17.23236600,0.00005600,-0.00005600,0,2.940,0.570,-0.570,0,55.30000,31.20000,-27.80000,0,12.000000,,,0,0.02100,0.00017,-0.00058,0,,,,
Kepler-123 c,0,2014,26.69507400,0.00046800,-0.00046800,0,1.480,0.300,-0.300,0,2.79000,,,0,4.730000,,,0,0.01057,0.00060,-0.00043,0,,,,
Kepler-1230 b,0,2016,9.95661537,0.00004469,-0.00004469,0,2.710,0.490,-0.290,0,7.80000,,,0,2.150000,,,0,0.02344,0.00081,-0.00110,0,,,,
Kepler-1231 b,0,2016,10.41725184,0.00006556,-0.00006556,0,1.420,0.300,-0.120,0,2.60000,,,0,4.990000,,,0,0.01284,0.00066,-0.00038,0,,,,
Kepler-1232 b,0,2016,26.78391830,0.00017860,-0.00017860,0,1.930,0.240,-0.160,0,4.38000,,,0,3.350000,,,0,0.01967,0.00044,-0.00111,0,,,,
Kepler-1233 b,0,2016,45.12630420,0.00051710,-0.00051710,0,2.600,1.080,-0.390,0,7.27000,,,0,2.270000,,,0,0.01861,0.00073,-0.00067,0,,,,
Kepler-1234 b,0,2016,11.94014029,0.00008335,-0.00008335,0,2.810,0.160,-0.810,0,8.30000,,,0,2.060000,,,0,0.03396,0.00153,-0.00970,0,,,,
Kepler-1235 b,0,2016,4.16055856,0.00002789,-0.00002789,0,0.790,0.120,-0.060,0,0.41800,,,0,4.660000,,,0,0.00768,0.00048,-0.00030,0,,,,
Kepler-1236 b,0,2016,31.05716180,0.00025080,-0.00025080,0,2.140,0.180,-0.220,0,5.22000,,,0,2.930000,,,0,0.02359,0.00061,-0.00185,0,,,,
Kepler-1237 b,0,2016,84.57332260,0.00064800,-0.00064800,0,2.860,0.390,-0.210,0,8.55000,,,0,2.010000,,,0,0.02891,0.00121,-0.00106,0,,,,
Kepler-1238 b,0,2016,4.14787559,0.00003447,-0.00003447,0,1.930,0.850,-0.420,0,4.38000,,,0,3.350000,,,0,0.01199,0.00054,-0.00048,0,,,,
Kepler-1239 b,0,2016,5.19104016,0.00002643,-0.00002643,0,2.900,0.370,-0.310,0,8.75000,,,0,1.970000,,,0,0.01668,0.00044,-0.00058,0,,,,
Kepler-124 b,0,2014,3.41049300,0.00002100,-0.00002100,0,0.730,0.050,-0.050,0,0.31500,,,0,4.450000,,,0,0.01121,0.00045,-0.00039,0,,,,
Kepler-124 c,0,2014,13.82137500,0.00003700,-0.00003700,0,1.750,0.090,-0.090,0,3.71000,,,0,3.800000,,,0,0.02760,0.00110,-0.00110,0,,,,
Kepler-124 d,0,2014,30.95085100,0.00036100,-0.00036100,0,1.110,0.070,-0.070,0,1.41000,,,0,5.670000,,,0,0.01700,0.00087,-0.00087,0,,,,
Kepler-1240 b,0,2016,4.86638150,0.00002513,-0.00002513,0,1.150,0.200,-0.100,0,1.60000,,,0,5.780000,,,0,0.01098,0.00079,-0.00033,0,,,,
Kepler-1241 b,0,2016,18.55257010,0.00010350,-0.00010350,0,2.630,0.210,-0.230,0,7.41000,,,0,2.240000,,,0,0.02990,0.00036,-0.00181,0,,,,
Kepler-1242 b,0,2016,13.62798432,0.00005714,-0.00005714,0,2.260,0.130,-0.130,0,5.73000,,,0,2.730000,,,0,0.02795,0.00110,-0.00083,0,,,,
Kepler-1243 b,0,2016,16.83207290,0.00008923,-0.00008923,0,1.750,0.280,-0.170,0,3.71000,,,0,3.800000,,,0,0.01667,0.00030,-0.00096,0,,,,
Kepler-1244 b,0,2016,3.70428172,0.00001784,-0.00001784,0,1.350,0.630,-0.250,0,2.39000,,,0,5.340000,,,0,0.00708,0.00031,-0.00018,0,,,,
Kepler-1245 b,0,2016,4.35409304,0.00001933,-0.00001933,0,1.440,0.120,-0.100,0,2.67000,,,0,4.910000,,,0,0.01571,0.00069,-0.00060,0,,,,
Kepler-1245 c,0,2016,2.93658468,0.00000840,-0.00000840,0,1.440,0.130,-0.080,0,2.67000,,,0,4.910000,,,0,0.01649,0.00092,-0.00036,0,,,,
Kepler-1246 b,0,2016,11.32271513,0.00008852,-0.00008852,0,1.360,0.200,-0.220,0,2.42000,,,0,5.290000,,,0,0.01759,0.00252,-0.00280,0,,,,
Kepler-1247 b,0,2016,13.71220213,0.00006363,-0.00006363,0,2.330,0.210,-0.160,0,6.04000,,,0,2.620000,,,0,0.02627,0.00119,-0.00094,0,,,,
Kepler-1248 b,0,2016,7.46725407,0.00005302,-0.00005302,0,1.180,0.200,-0.110,0,1.76000,,,0,5.890000,,,0,0.00862,0.00146,-0.00072,0,,,,
Kepler-1249 b,0,2016,24.33471270,0.00028860,-0.00028860,0,2.380,0.970,-0.380,0,6.26000,,,0,2.550000,,,0,0.01721,0.00056,-0.00086,0,,,,
Kepler-125 b,0,2014,4.16438900,0.00000300,-0.00000300,0,2.370,0.100,-0.100,0,6.21000,,,0,2.560000,,,0,0.04400,0.00050,-0.00050,0,,,,
Kepler-125 c,0,2014,5.77446400,0.00004700,-0.00004700,0,0.740,0.050,-0.050,0,0.33000,,,0,4.470000,,,0,0.01496,0.00094,-0.00051,0,,,,
Kepler-1250 b,0,2016,2.60754383,0.00000652,-0.00000652,0,1.920,0.450,-0.170,0,4.35000,,,0,3.380000,,,0,0.01808,0.00084,-0.00044,0,,,,
Kepler-1251 b,0,2016,45.09046430,0.00046300,-0.00046300,0,1.840,0.260,-0.140,0,4.04000,,,0,3.560000,,,0,0.01897,0.00104,-0.00074,0,,,,
Kepler-1252 b,0,2016,15.05403290,0.00012480,-0.00012480,0,1.670,0.420,-0.230,0,3.43000,,,0,4.050000,,,0,0.01421,0.00059,-0.00078,0,,,,
Kepler-1253 b,0,2016,68.88619150,0.00052700,-0.00052700,0,1.330,0.180,-0.180,0,2.33000,,,0,5.440000,,,0,0.01134,0.00014,-0.00073,0,,,,
Kepler-1254 b,0,2016,9.99113313,0.00005610,-0.00005610,0,1.550,0.090,-0.120,0,3.02000,,,0,4.460000,,,0,0.01864,0.00083,-0.00081,0,,,,
Kepler-1254 c,0,2016,3.60084276,0.00001900,-0.00001900,0,1.300,0.070,-0.120,0,2.24000,,,0,5.600000,,,0,0.01598,0.00050,-0.00099,0,,,,
Kepler-1254 d,0,2016,5.72717226,0.00002908,-0.00002908,0,1.310,0.090,-0.110,0,2.27000,,,0,5.550000,,,0,0.01634,0.00088,-0.00075,0,,,,
Kepler-1255 b,0,2016,36.29193360,0.00031560,-0.00031560,0,2.320,0.640,-0.290,0,5.99000,,,0,2.640000,,,0,0.01926,0.00073,-0.00056,0,,,,
Kepler-1256 b,0,2016,12.41277540,0.00010800,-0.00010800,0,1.490,0.440,-0.220,0,2.83000,,,0,4.700000,,,0,0.01004,0.00218,-0.00051,0,,,,
Kepler-1257 b,0,2016,2.66831376,0.00000986,-0.00000986,0,1.520,0.180,-0.120,0,2.92000,,,0,4.570000,,,0,0.01582,0.00078,-0.00039,0,,,,
Kepler-1258 b,0,2016,0.98494017,0.00000318,-0.00000318,0,0.860,0.130,-0.080,0,0.56600,,,0,4.890000,,,0,0.00830,0.00036,-0.00025,0,,,,
Kepler-1259 b,0,2016,0.66308526,0.00000087,-0.00000087,0,1.430,0.070,-0.100,0,2.63000,,,0,4.940000,,,0,0.01712,0.00036,-0.00075,0,,,,
Kepler-126 b,0,2014,10.49571100,0.00002800,-0.00002800,0,1.520,0.100,-0.100,0,2.92000,,,0,4.570000,,,0,0.01206,0.00012,-0.00012,0,,,,
Kepler-126 c,0,2014,21.86974100,0.00008200,-0.00008200,0,1.580,0.130,-0.130,0,3.12000,,,0,4.350000,,,0,0.01302,0.00016,-0.00016,0,,,,
Kepler-126 d,0,2014,100.28313400,0.00025500,-0.00025500,0,2.500,0.050,-0.050,0,6.80000,,,0,2.390000,,,0,0.02099,0.00012,-0.00012,0,,,,
Kepler-1260 b,0,2016,19.11877530,0.00016870,-0.00016870,0,1.770,0.510,-0.280,0,3.78000,,,0,3.750000,,,0,0.01532,0.00136,-0.00137,0,,,,
Kepler-1261 b,0,2016,48.43089910,0.00031440,-0.00031440,0,2.260,0.140,-0.140,0,5.73000,,,0,2.730000,,,0,0.02722,0.00117,-0.00130,0,,,,
Kepler-1262 b,0,2016,8.67900242,0.00003790,-0.00003790,0,1.820,0.320,-0.170,0,3.97000,,,0,3.620000,,,0,0.01688,0.00068,-0.00053,0,,,,
Kepler-1263 b,0,2016,4.55139967,0.00002128,-0.00002128,0,1.140,0.280,-0.120,0,1.55000,,,0,5.750000,,,0,0.01333,0.00309,-0.00113,0,,,,
Kepler-1264 b,0,2016,0.96852602,0.00000233,-0.00000233,0,1.180,0.220,-0.120,0,1.76000,,,0,5.890000,,,0,0.01051,0.00044,-0.00037,0,,,,
Kepler-1265 b,0,2016,6.49441289,0.00002951,-0.00002951,0,1.350,0.070,-0.130,0,2.39000,,,0,5.340000,,,0,0.01818,0.00067,-0.00102,0,,,,
Kepler-1266 b,0,2016,28.47474800,0.00020450,-0.00020450,0,2.580,0.130,-0.460,0,7.18000,,,0,2.300000,,,0,0.03141,0.00009,-0.00523,0,,,,
Kepler-1266 c,0,2021,4.86631012,,,0,1.680,,,0,3.46000,,,0,4.010000,,,0,0.01874,0.00092,-0.00100,0,,,,
Kepler-1267 b,0,2016,13.03139450,0.00011040,-0.00011040,0,3.010,0.950,-0.450,0,9.32000,,,0,1.880000,,,0,0.02314,0.00114,-0.00086,0,,,,
Kepler-1268 b,0,2016,40.99039860,0.00048060,-0.00048060,0,2.030,0.670,-0.230,0,4.78000,,,0,3.140000,,,0,0.01712,0.00096,-0.00051,0,,,,
Kepler-1269 b,0,2016,37.33315360,0.00032100,-0.00032100,0,1.630,0.460,-0.180,0,3.29000,,,0,4.170000,,,0,0.01273,0.00061,-0.00029,0,,,,
Kepler-127 b,0,2014,14.43588900,0.00006300,-0.00006300,0,1.400,0.050,-0.050,0,2.54000,,,0,5.090000,,,0,0.01017,0.00021,-0.00021,0,,,,
Kepler-127 c,0,2014,29.39319500,0.00007300,-0.00007300,0,2.660,0.140,-0.140,0,7.56000,,,0,2.210000,,,0,0.01678,0.00011,-0.00011,0,,,,
Kepler-127 d,0,2014,48.63040800,0.00012800,-0.00012800,0,2.640,0.140,-0.140,0,7.46000,,,0,2.230000,,,0,0.01804,0.00014,-0.00014,0,,,,
Kepler-1270 b,0,2016,6.03356196,0.00006551,-0.00006551,0,3.320,0.300,-0.650,0,11.00000,,,0,1.650000,,,0,0.00946,0.00002,-0.00137,0,,,,
Kepler-1271 b,0,2016,3.02559550,0.00001160,-0.00001160,0,1.480,0.230,-0.160,0,2.79000,,,0,4.730000,,,0,0.01062,0.00042,-0.00027,0,,,,
Kepler-1272 b,0,2016,51.13097040,0.00045140,-0.00045140,0,2.370,0.700,-0.320,0,6.21000,,,0,2.560000,,,0,0.01991,0.00334,-0.00177,0,,,,
Kepler-1273 b,0,2016,28.62565300,0.00021740,-0.00021740,0,2.490,0.330,-0.190,0,6.76000,,,0,2.410000,,,0,0.02521,0.00085,-0.00111,0,,,,
Kepler-1274 b,0,2016,6.98152703,0.00006708,-0.00006708,0,1.420,0.100,-0.100,0,2.60000,,,0,4.990000,,,0,0.00561,0.00022,-0.00021,0,,,,
Kepler-1275 b,0,2016,3.65691115,0.00001583,-0.00001583,0,1.480,0.650,-0.270,0,2.79000,,,0,4.730000,,,0,0.01003,0.00036,-0.00056,0,,,,
