pl_name,sy_mnum,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim
HD 102117 b,0,2005,20.81330000,0.00640000,-0.00640000,0,8.470,,,0,54.03110,3.17830,-3.17830,0,0.489000,,,0,,,,,12.000,0.900,-0.900,0
HD 102195 b,0,2006,4.11377000,0.00056000,-0.00056000,0,14.200,,,0,130.31030,6.35660,-6.35660,0,0.250000,,,0,,,,,63.000,2.000,-2.000,0
HD 102272 b,0,2008,127.58000000,0.30000000,-0.30000000,0,12.900,,,0,1570.08020,203.41120,-203.41120,0,4.020000,,,0,,,,,155.500,5.600,-5.600,0
HD 102329 b,0,2011,778.09998000,7.50000000,-7.50000000,0,12.600,,,0,2593.49280,696.04770,-696.04770,0,7.120000,,,0,,,,,84.800,3.200,-3.200,0
HD 102329 c,0,2018,1123.00000000,79.00000000,-53.00000000,0,13.500,,,0,483.10160,95.34900,-79.45750,0,1.080000,,,0,,,,,27.400,6.800,-4.500,0
HD 102365 b,0,2010,122.10000000,0.30000000,-0.30000000,0,4.140,,,0,16.00000,2.60000,-2.60000,0,1.240000,,,0,,,,,2.300,0.350,-0.350,0
HD 102843 b,0,2019,3090.94200000,295.04900000,-295.04900000,0,13.100,,,0,113.90000,14.50000,-14.50000,0,0.278000,,,0,,,,,5.240,0.610,-0.610,0
HD 102956 b,0,2010,6.49470000,0.00019000,-0.00019000,0,13.800,,,0,305.11680,7.31009,-7.31009,0,0.638000,,,0,,,,,74.600,1.800,-1.800,0
HD 103197 b,0,2009,47.84000000,0.03000000,-0.03000000,0,5.830,,,0,28.60470,6.35660,-6.35660,0,0.793000,,,0,,,,,5.900,0.300,-0.300,0
HD 103720 b,0,2014,4.55570000,0.00010000,-0.00010000,0,14.100,,,0,197.04600,7.94500,-7.94500,0,0.386000,,,0,,,,,89.000,2.000,-2.000,0
HD 103774 b,0,2013,5.88810000,0.00050000,-0.00050000,0,13.300,,,0,116.00000,7.00000,-7.00000,0,0.271000,,,0,,,,,34.300,1.800,-1.800,0
HD 103891 b,0,2022,1919.00000000,14.00000000,-15.00000000,0,13.600,,,0,457.67291,19.06970,-15.89142,0,1.000000,,,0,,,,,21.120,0.870,-0.840,0
HD 103949 b,0,2019,120.87800000,0.44600000,-0.44600000,0,3.350,,,0,11.20000,2.30000,-2.30000,0,1.640000,,,0,,,,,1.770,0.350,-0.350,0
HD 104067 b,0,2009,55.80600000,0.04900000,-0.04900000,0,8.180,,,0,50.85280,6.35660,-6.35660,0,0.511000,,,0,,,,,11.600,0.800,-0.800,0
HD 10442 b,0,2014,1032.30000000,8.90000000,-8.90000000,0,13.600,,,0,472.61321,24.15508,-24.15508,0,1.030000,,,0,,,,,29.900,1.600,-1.600,0
HD 104985 b,0,2003,199.50500000,0.08500000,-0.08500000,0,12.600,,,0,2637.90000,,,0,7.250000,,,0,,,,,166.800,1.300,-1.300,0
HD 105618 b,0,2022,10.02244605,0.00139193,-0.00118299,0,5.400,,,0,25.14472,2.47123,-2.47745,0,0.877000,,,0,,,,,8.356,0.207,-0.213,0
HD 105618 c,0,2022,77114.07157859,22860.71764160,-10271.15556332,0,11.900,,,0,8550.26928,1246.78599,-1029.92056,0,27.900000,,,0,,,,,66.452,1.230,-1.286,0
HD 105779 b,0,2022,2412.00000000,55.00000000,-52.00000000,0,14.100,,,0,203.41018,19.06970,-19.06970,0,0.399000,,,0,,,,,10.420,0.970,-0.950,0
HD 106252 b,0,2002,1531.00000000,4.70000000,-4.70000000,0,12.500,,,0,3178.28407,247.90616,-232.01474,0,8.940000,,,0,,,,,138.800,2.000,-2.000,0
HD 106270 b,0,2011,1888.00000000,16.00000000,-16.00000000,0,12.500,,,0,3219.61790,85.81410,-85.81410,0,9.060000,,,0,,,,,135.400,3.500,-3.500,0
HD 106315 b,0,2017,9.55237000,0.00089000,-0.00089000,0,2.440,0.170,-0.170,0,12.60000,3.20000,-3.20000,0,4.700000,1.700000,-1.700000,0,0.01728,0.00060,-0.00060,0,3.630,0.920,-0.920,0
HD 106315 c,0,2017,21.05704000,0.00046000,-0.00046000,0,4.350,0.230,-0.230,0,15.20000,3.70000,-3.70000,0,1.010000,0.290000,-0.290000,0,0.03086,0.00100,-0.00100,0,3.430,0.830,-0.830,0
HD 10647 b,0,2006,989.20000000,8.10000000,-8.10000000,0,13.800,,,0,298.75000,25.43000,-25.43000,0,0.625000,,,0,,,,,18.100,1.700,-1.700,0
HD 106515 A b,0,2012,3586.86089301,59.17074051,-34.26066312,0,12.400,,,0,3518.96545,1561.15929,-531.31308,0,10.100000,,,0,,,,,159.577,8.086,-9.830,0
HD 106906 b,0,2013,,,,,12.400,,,0,3496.00000,636.00000,-636.00000,0,10.100000,,,0,,,,,,,,
HD 10697 b,0,1999,1075.37989939,0.82091064,-0.74513471,0,12.800,,,0,1914.58848,229.74169,-180.71416,0,5.020000,,,0,,,,,114.583,1.067,-1.196,0
HD 107148 b,0,2005,48.05600000,0.05700000,-0.05700000,0,9.600,,,0,66.74100,11.44100,-11.44100,0,0.415000,,,0,,,,,10.900,2.000,-2.000,0
HD 107148 c,0,2021,18.32670000,0.00220000,-0.00240000,0,4.700,,,0,19.89606,3.08294,-3.11472,0,1.050000,,,0,,,,,4.840,0.850,-0.810,0
HD 108147 b,0,2002,10.89850000,0.00450000,-0.00450000,0,10.900,,,0,82.95000,12.71300,-12.71300,0,0.352000,,,0,,,,,25.100,6.100,-6.100,0
HD 108236 b,0,2020,3.79596300,0.00002500,-0.00003400,0,1.615,0.051,-0.051,0,3.24000,,,0,4.230000,,,0,0.01638,0.00095,-0.00095,0,,,,
HD 108236 c,0,2020,6.20344900,0.00004900,-0.00004600,0,2.071,0.052,-0.052,0,4.94000,,,0,3.060000,,,0,0.02134,0.00094,-0.00083,0,,,,
HD 108236 d,0,2020,14.17568500,0.00008300,-0.00010000,0,2.539,0.062,-0.065,0,6.98000,,,0,2.340000,,,0,0.02805,0.00095,-0.00095,0,,,,
HD 108236 e,0,2020,19.59002500,0.00008300,-0.00008900,0,3.083,0.052,-0.052,0,9.71000,,,0,1.820000,,,0,0.03230,0.00120,-0.00110,0,,,,
HD 108236 f,0,2021,29.54115000,0.00033000,-0.00042000,0,2.017,0.052,-0.057,0,4.72000,,,0,3.160000,,,0,,,,,,,,
HD 108341 b,0,2014,1129.00000000,6.00000000,-8.00000000,0,13.100,,,0,1112.40000,1080.60000,-381.40000,0,2.720000,,,0,,,,,144.000,311.000,-66.000,0
HD 108863 b,0,2011,437.70000000,2.80000000,-2.80000000,0,13.300,,,0,767.24162,24.79074,-24.79074,0,1.790000,,,0,,,,,47.400,1.500,-1.500,0
HD 108874 b,0,2002,394.48123000,0.60000000,-0.60000000,0,13.600,,,0,451.31860,28.60470,-28.60470,0,0.986000,,,0,,,,,37.300,1.100,-1.100,0
HD 108874 c,0,2005,1624.00000000,23.00000000,-23.00000000,0,13.800,,,0,314.64000,19.07000,-19.07000,0,0.658000,,,0,,,,,18.200,0.700,-0.700,0
HD 109246 b,0,2010,68.27000000,0.13000000,-0.13000000,0,13.900,,,0,273.33380,79.45750,-79.45750,0,0.559000,,,0,,,,,38.200,1.600,-1.600,0
HD 109271 b,0,2013,7.85430000,0.00090000,-0.00090000,0,4.310,,,0,17.16200,1.27100,-1.27100,0,1.180000,,,0,,,,,5.600,0.500,-0.500,0
HD 109271 c,0,2013,30.93000000,0.02000000,-0.02000000,0,5.270,,,0,24.15400,2.22500,-2.22500,0,0.907000,,,0,,,,,4.900,0.400,-0.400,0
HD 109286 b,0,2021,520.10000000,2.30000000,-2.30000000,0,13.200,,,0,950.30694,47.67426,-47.67426,0,2.270000,,,0,,,,,81.600,2.800,-2.700,0
HD 109749 b,0,2005,5.23989100,0.00009900,-0.00009900,0,11.100,,,0,85.81410,14.30235,-14.30235,0,0.345000,,,0,,,,,29.200,1.100,-1.100,0
HD 10975 b,0,2021,283.80000000,12.70000000,-0.10000000,0,14.300,,,0,143.02278,19.06970,-47.67426,0,0.269000,,,0,,,,,12.300,0.200,-3.500,0
HD 109988 b,0,2022,17132.15854472,3942.55440519,-2033.89456772,0,12.100,,,0,6725.39378,931.09584,-1104.41760,0,20.900000,,,0,,,,,103.945,7.866,-22.975,0
HD 110014 b,0,2009,835.47700000,6.04000000,-6.04000000,0,12.400,,,0,3524.59000,317.82000,-317.82000,0,10.200000,,,0,,,,,158.200,14.400,-14.400,0
HD 110082 b,0,2021,10.18271000,0.00004000,-0.00004000,0,3.200,0.100,-0.100,0,10.30000,,,0,1.730000,,,0,0.02500,0.00100,-0.00100,0,,,,
HD 110113 b,0,2021,2.54100000,0.00050000,-0.00100000,0,2.050,0.120,-0.120,0,4.55000,0.62000,-0.62000,0,2.900000,0.750000,-0.590000,0,0.01800,0.00100,-0.00100,0,2.150,0.280,-0.280,0
HD 110113 c,0,2021,6.74400000,0.00800000,-0.00900000,0,3.230,,,0,10.50000,1.20000,-1.20000,0,1.710000,,,0,,,,,3.580,0.370,-0.370,0
HD 110537 b,0,2022,24469.67342295,9917.49436892,-7987.53150968,0,11.900,,,0,8644.78715,4008.21929,-2899.91613,0,28.200000,,,0,,,,,158.671,48.531,-34.763,0
HD 11112 b,0,2022,17244.90764393,3936.68341698,-1253.09467791,0,12.600,,,0,2428.48595,368.67944,-847.59413,0,6.670000,,,0,,,,,36.792,1.578,-8.327,0
HD 111232 b,0,2003,1169.13201636,0.61380041,-0.39662896,0,12.600,,,0,2626.80240,262.73322,-246.39630,0,7.220000,,,0,,,,,160.429,0.573,-0.509,0
HD 111232 c,0,2022,26472.44622716,5155.42268031,-4507.69327341,0,12.100,,,0,6085.55500,994.43245,-856.34066,0,18.900000,,,0,,,,,150.605,16.244,-8.184,0
HD 111591 b,0,2017,1056.40000000,14.30000000,-14.30000000,0,12.900,,,0,1398.45200,127.13200,-127.13200,0,3.580000,,,0,,,,,59.000,3.000,-3.000,0
HD 111998 b,0,2016,825.90000000,6.20000000,-6.20000000,0,12.900,,,0,1433.41330,158.91500,-158.91500,0,3.670000,,,0,,,,,87.600,3.400,-3.400,0
HD 112640 b,0,2020,613.20000000,5.80000000,-5.80000000,0,12.900,,,0,1589.15000,317.83000,-317.83000,0,4.070000,,,0,,,,,83.000,8.500,-8.500,0
HD 113337 b,0,2013,317.58638571,1.62422933,-1.43010284,0,13.100,,,0,1032.00909,123.84972,-126.33457,0,2.520000,,,0,,,,,80.273,3.964,-3.947,0
HD 113337 c,0,2022,5429.93477336,452.06706771,-283.91965840,0,12.100,,,0,6268.96682,799.05782,-785.87926,0,19.400000,,,0,,,,,154.581,4.700,-5.407,0
HD 11343 c,0,2022,228.53731482,3.24097409,-3.78841539,0,13.900,,,0,253.39075,54.45220,-48.52941,0,0.518000,,,0,,,,,17.021,3.640,-3.221,0
HD 113538 b,0,2010,663.20000000,8.40000000,-7.40000000,0,13.200,,,0,114.41000,12.71000,-12.71000,0,0.273000,,,0,,,,,12.200,1.100,-1.100,0
HD 113538 c,0,2010,1818.00000000,25.00000000,-22.00000000,0,13.800,,,0,295.57000,19.07000,-19.07000,0,0.618000,,,0,,,,,22.600,0.800,-0.800,0
HD 113996 b,0,2017,610.20000000,3.80000000,-3.80000000,0,12.700,,,0,2002.32900,317.83000,-317.83000,0,5.370000,,,0,,,,,120.000,9.000,-9.000,0
HD 114386 b,0,2003,937.70001000,16.00000000,-16.00000000,0,13.700,,,0,362.32620,41.31790,-41.31790,0,0.774000,,,0,,,,,34.300,1.600,-1.600,0
HD 114613 b,0,2014,4000.00000000,120.00000000,-120.00000000,0,13.100,,,0,113.46531,10.17056,-10.17056,0,0.277000,,,0,,,,,4.380,0.400,-0.400,0
HD 114729 b,0,2002,1121.79000000,3.53000000,-3.43000000,0,13.900,,,0,262.20975,2.22481,-2.22481,0,0.537000,,,0,,,,,16.910,0.530,-0.520,0
HD 114783 b,0,2001,493.70000000,1.80000000,-1.80000000,0,13.700,,,0,349.60000,19.07000,-19.07000,0,0.747000,,,0,,,,,31.900,0.900,-0.900,0
HD 114783 c,0,2018,4319.00000000,151.00000000,-130.00000000,0,14.100,,,0,194.19413,17.79848,-16.84499,0,0.381000,,,0,,,,,9.210,0.710,-0.680,0
HD 11505 b,0,2022,32669.22246790,12712.99788238,-7172.26631823,0,12.600,,,0,2649.58135,893.16102,-683.86592,0,7.280000,,,0,,,,,49.449,10.985,-12.503,0
HD 11506 b,0,2007,1613.74017306,4.33629764,-4.52954341,0,12.800,,,0,1716.82279,463.72335,-272.06704,0,4.500000,,,0,,,,,78.402,1.408,-1.146,0
HD 11506 c,0,2008,223.95986342,0.67407597,-0.64623810,0,13.300,,,0,115.84733,13.96003,-13.46096,0,0.271000,,,0,,,,,11.757,0.725,-0.941,0
HD 11506 d,0,2022,14723.57452498,2801.31727946,-2758.84505345,0,12.600,,,0,2446.83592,539.51056,-444.22444,0,6.720000,,,0,,,,,56.066,4.597,-5.826,0
HD 115404 A b,0,2022,10.49487691,0.00141012,-0.00166911,0,6.000,,,0,30.03873,7.23820,-5.98712,0,0.764000,,,0,,,,,10.507,2.396,-2.011,0
HD 115404 A c,0,2022,15319.22517076,7240.32595176,-3541.36456759,0,12.500,,,0,3299.58202,450.22609,-403.53596,0,9.280000,,,0,,,,,42.401,2.561,-1.945,0
HD 115954 b,0,2021,3700.00000000,1500.00000000,-390.00000000,0,12.600,,,0,2634.79749,238.37131,-184.34048,0,7.240000,,,0,,,,,110.700,6.900,-6.100,0
HD 116029 b,0,2011,670.00000000,11.00000000,-11.00000000,0,13.600,,,0,444.96200,92.17070,-92.17070,0,0.972000,,,0,,,,,36.600,3.100,-3.100,0
HD 116029 c,0,2018,907.00000000,30.00000000,-29.00000000,0,13.700,,,0,403.64410,47.67450,-47.67450,0,0.863000,,,0,,,,,20.700,2.200,-2.200,0
HD 117207 b,0,2004,2621.75000000,8.37000000,-8.53000000,0,13.400,,,0,612.14058,10.80622,-10.80622,0,1.400000,,,0,,,,,27.780,0.330,-0.330,0
HD 11755 b,0,2015,433.70001000,3.20000000,-3.20000000,0,12.800,,,0,1789.38290,292.40360,-292.40360,0,4.690000,,,0,,,,,191.300,10.200,-10.200,0
HD 117618 b,0,2004,25.80000000,0.00400000,-0.00400000,0,8.590,,,0,55.30242,4.44962,-4.44962,0,0.479000,,,0,,,,,10.900,0.680,-0.680,0
HD 118203 b,0,2005,6.13350000,0.00060000,-0.00060000,0,13.138,0.760,-0.760,0,886.74570,79.45750,-79.45750,0,2.150000,,,0,,,,,217.000,3.000,-3.000,0
HD 11964 b,0,2005,1945.00000000,26.00000000,-26.00000000,0,14.100,,,0,198.00000,18.00000,-18.00000,0,0.388000,,,0,,,,,9.410,0.390,-0.390,0
HD 11964 c,0,2008,37.91000000,0.04100000,-0.04100000,0,5.380,,,0,25.00000,3.10000,-3.10000,0,0.882000,,,0,,,,,4.650,0.590,-0.590,0
HD 11977 b,0,2005,711.00000000,8.00000000,-8.00000000,0,12.700,,,0,2080.00000,,,0,5.580000,,,0,,,,,105.000,8.000,-8.000,0
HD 120084 b,0,2013,2085.10024027,20.97372353,-32.40362657,0,12.600,,,0,2439.44256,856.86737,-708.13360,0,6.700000,,,0,,,,,68.031,51.757,-20.553,0
HD 121504 b,0,2003,63.33000000,0.03000000,-0.03000000,0,13.600,,,0,479.92330,41.31790,-41.31790,0,1.050000,,,0,,,,,55.800,0.900,-0.900,0
HD 12235 b,0,2022,4.36304899,0.00024590,-0.00041809,0,3.200,,,0,10.33369,1.48196,-1.30297,0,1.730000,,,0,,,,,4.157,0.383,-0.371,0
HD 12235 c,0,2022,36336.70678753,9732.19597897,-6058.52005551,0,12.500,,,0,3171.50491,963.79768,-607.33141,0,8.920000,,,0,,,,,42.503,1.868,-0.586,0
HD 122562 c,0,2022,84.96275604,0.34670005,-0.47058928,0,10.100,,,0,72.85079,14.76606,-20.44709,0,0.389000,,,0,,,,,9.463,1.988,-2.410,0
HD 124330 b,0,2021,270.66000000,1.21000000,-1.21000000,0,14.000,,,0,238.37131,19.06970,-19.06970,0,0.477000,,,0,,,,,22.850,1.230,-1.230,0
HD 12484 b,0,2016,58.83000000,0.08000000,-0.08000000,0,13.200,,,0,947.13340,44.49620,-44.49620,0,2.260000,,,0,,,,,155.000,5.000,-5.000,0
HD 125271 b,0,2022,14901.99295308,3707.63683366,-3025.64091374,0,12.400,,,0,3514.14627,549.00472,-447.12024,0,10.100000,,,0,,,,,109.402,7.954,-7.656,0
HD 125390 b,0,2019,1757.39150946,4.66922272,-5.44185097,0,11.900,,,0,9165.50580,793.34568,-620.49938,0,29.900000,,,0,,,,,377.642,24.981,-18.944,0
HD 125595 b,0,2009,9.67370000,0.00390000,-0.00390000,0,2.400,,,0,6.35660,3.17830,-3.17830,0,2.530000,,,0,,,,,4.800,0.500,-0.500,0
HD 125612 b,0,2007,557.69994314,0.68131400,-0.69344133,0,13.200,,,0,944.27564,79.04265,-80.75204,0,2.260000,,,0,,,,,79.272,1.060,-1.016,0
HD 125612 c,0,2009,4.15466389,0.00042844,-0.00039984,0,4.010,,,0,15.17685,2.65672,-2.50474,0,1.290000,,,0,,,,,6.000,0.903,-0.865,0
HD 125612 d,0,2009,2822.72697800,15.02596432,-15.41723268,0,12.600,,,0,2352.38976,224.43921,-213.34096,0,6.460000,,,0,,,,,100.067,1.277,-1.286,0
HD 12648 b,0,2015,133.60001000,0.50000000,-0.50000000,0,13.400,,,0,622.94680,69.92260,-69.92260,0,1.420000,,,0,,,,,102.000,8.400,-8.400,0
HD 126525 b,0,2018,960.41000000,6.19000000,-6.33000000,0,10.300,,,0,75.32571,0.63566,-0.63566,0,0.379000,,,0,,,,,5.260,0.250,-0.250,0
HD 12661 b,0,2000,262.70862000,0.08300000,-0.08300000,0,13.300,,,0,772.32690,44.49620,-44.49620,0,1.800000,,,0,,,,,73.600,0.600,-0.600,0
HD 12661 c,0,2002,1708.00000000,14.00000000,-14.00000000,0,13.400,,,0,575.88400,15.25500,-15.25500,0,1.320000,,,0,,,,,30.410,0.620,-0.620,0
HD 126614 b,0,2009,1257.25302691,5.95651857,-6.18760068,0,13.600,,,0,119.96298,52.47121,-18.42894,0,0.262000,,,0,,,,,7.760,0.699,-0.516,0
HD 127506 b,0,2022,65.78395386,0.34360040,-0.25546852,0,5.580,,,0,26.61699,5.74381,-7.37626,0,0.842000,,,0,,,,,5.511,1.080,-1.354,0
HD 128311 b,0,2002,453.01900000,0.40400000,-0.40400000,0,13.500,,,0,562.24127,7.31009,-7.31009,0,1.260000,,,0,,,,,55.627,0.456,-0.456,0
HD 128311 c,0,2005,921.53800000,1.15000000,-1.15000000,0,13.000,,,0,1204.25787,293.67492,-137.30256,0,3.010000,,,0,,,,,74.799,1.497,-1.497,0
HD 128356 b,0,2016,298.20000000,1.60000000,-1.60000000,0,13.900,,,0,282.86870,22.24810,-22.24810,0,0.579000,,,0,,,,,36.900,1.200,-1.200,0
HD 129445 b,0,2009,1840.00000000,55.00000000,-55.00000000,0,13.500,,,0,508.50700,190.69000,-190.69000,0,1.140000,,,0,,,,,38.000,6.000,-6.000,0
HD 130322 b,0,1999,10.70871000,0.00018000,-0.00018000,0,13.700,,,0,365.49000,,,0,0.781000,,,0,,,,,112.500,2.400,-2.400,0
HD 131496 b,0,2011,896.00000000,16.00000000,-16.00000000,0,13.400,,,0,572.09400,31.78300,-31.78300,0,1.310000,,,0,,,,,31.600,1.800,-1.800,0
HD 13167 b,0,2018,2613.00000000,17.00000000,-17.00000000,0,13.100,,,0,1052.01730,50.85280,-50.85280,0,2.570000,,,0,,,,,48.200,2.700,-2.700,0
HD 13189 b,0,2005,471.60001000,6.00000000,-6.00000000,0,12.400,,,0,3480.23850,928.06360,-928.06360,0,10.000000,,,0,,,,,173.300,9.800,-9.800,0
HD 132406 b,0,2007,974.00000000,39.00000000,-39.00000000,0,12.800,,,0,1709.92540,416.35730,-416.35730,0,4.480000,,,0,,,,,115.000,26.000,-26.000,0
HD 132563 b,0,2011,1544.00000000,34.00000000,-34.00000000,0,13.600,,,0,473.54700,28.60350,-28.60350,0,1.030000,,,0,,,,,26.700,2.200,-2.200,0
HD 133131 A b,0,2016,649.00000000,3.00000000,-3.00000000,0,13.600,,,0,451.31860,12.71320,-12.71320,0,0.986000,,,0,,,,,36.520,0.930,-0.930,0
HD 133131 A c,0,2016,3568.00000000,1084.00000000,-1084.00000000,0,14.300,,,0,133.48860,47.67450,-47.67450,0,0.251000,,,0,,,,,6.890,2.200,-2.200,0
HD 133131 B b,0,2016,5769.00000000,831.00000000,-831.00000000,0,13.300,,,0,794.57500,15.89150,-15.89150,0,1.860000,,,0,,,,,37.410,0.650,-0.650,0
HD 134060 b,0,2019,3.26960000,0.00010000,-0.00010000,0,3.160,,,0,10.10000,0.79000,-0.75000,0,1.760000,,,0,,,,,4.610,0.220,-0.220,0
HD 134060 c,0,2019,1291.56460000,48.03330000,-44.21970000,0,5.910,,,0,29.29000,4.43000,-4.24000,0,0.780000,,,0,,,,,1.650,0.240,-0.230,0
HD 134987 b,0,1999,258.17999000,0.07000000,-0.07000000,0,13.500,,,0,511.70630,22.24810,-22.24810,0,1.140000,,,0,,,,,49.500,0.200,-0.200,0
HD 134987 c,0,2009,5000.00000000,400.00000000,-400.00000000,0,13.900,,,0,260.00000,10.00000,-10.00000,0,0.532000,,,0,,,,,9.300,0.300,-0.300,0
HD 135872 b,0,2022,2422.32596749,571.78773173,-231.95307809,0,12.800,,,0,1880.61597,327.84331,-167.15639,0,4.930000,,,0,,,,,60.122,2.375,-3.221,0
HD 136118 b,0,2022,1187.59765270,2.22731687,-2.38110801,0,12.300,,,0,4174.77030,419.04374,-412.76915,0,12.300000,,,0,,,,,212.691,3.025,-2.740,0
HD 136352 b,0,2019,11.57797000,0.00008000,-0.00013000,0,1.664,0.043,-0.043,0,4.72000,0.42000,-0.42000,0,5.623888,0.716770,-0.661634,0,0.01442,0.00027,-0.00028,0,1.460,0.120,-0.120,0
HD 136352 c,0,2019,27.59221000,0.00011000,-0.00011000,0,2.916,0.075,-0.073,0,11.24000,0.65000,-0.63000,0,2.497668,0.248113,-0.226058,0,0.02526,0.00047,-0.00044,0,2.610,0.120,-0.120,0
HD 136352 d,0,2019,107.24500000,0.05000000,-0.05000000,0,2.562,0.088,-0.079,0,8.82000,0.93000,-0.92000,0,2.878108,0.430062,-0.396980,0,0.02219,0.00067,-0.00057,0,1.300,0.130,-0.130,0
HD 136418 b,0,2009,464.29999000,3.20000000,-3.20000000,0,13.300,,,0,680.15620,47.67450,-47.67450,0,1.590000,,,0,,,,,44.700,1.900,-1.900,0
HD 136925 b,0,2021,4540.00000000,160.00000000,-140.00000000,0,13.900,,,0,266.97586,24.79062,-23.51930,0,0.546000,,,0,,,,,11.400,1.000,-0.990,0
HD 13724 c,0,2022,142.22894586,0.58278869,-0.17513604,0,8.210,,,0,51.25631,7.48094,-7.06632,0,0.509000,,,0,,,,,8.179,1.553,-1.069,0
HD 137388 b,0,2011,330.00000000,3.00000000,-3.00000000,0,9.320,,,0,63.56600,6.35660,-6.35660,0,0.431000,,,0,,,,,7.900,0.900,-0.900,0
HD 137496 b,0,2021,1.62116000,0.00007910,-0.00008060,0,1.310,0.060,-0.050,0,4.04000,0.55000,-0.55000,0,10.490000,2.080000,-1.820000,0,0.00760,0.00030,-0.00029,0,2.140,0.290,-0.290,0
HD 137496 c,0,2021,479.90000000,1.10000000,-1.00000000,0,12.600,,,0,2434.56560,34.96112,-34.96112,0,6.690000,,,0,,,,,221.250,0.830,-0.820,0
HD 13808 b,0,2021,14.18150000,0.00150000,-0.00150000,0,3.350,,,0,11.20000,1.20000,-0.66000,0,1.640000,,,0,,,,,3.670,0.220,-0.220,0
HD 13808 c,0,2021,53.75300000,0.05000000,-0.08200000,0,3.130,,,0,9.96000,1.80000,-0.96000,0,1.780000,,,0,,,,,2.180,0.220,-0.200,0
HD 13908 b,0,2013,19.38200000,0.00600000,-0.00600000,0,13.900,,,0,274.91000,11.12000,-11.12000,0,0.562000,,,0,,,,,55.300,1.200,-1.200,0
HD 13908 c,0,2013,931.00000000,17.00000000,-17.00000000,0,12.800,,,0,1630.40000,79.45000,-79.45000,0,4.270000,,,0,,,,,90.900,3.000,-3.000,0
HD 13931 b,0,2009,4218.00000000,390.00000000,-390.00000000,0,13.300,,,0,699.22600,66.74430,-66.74430,0,1.630000,,,0,,,,,23.300,1.400,-1.400,0
HD 139357 b,0,2008,1124.79139251,11.83793999,-9.83724761,0,12.100,,,0,6315.52561,1403.64565,-1093.05378,0,19.600000,,,0,,,,,161.194,2.932,-2.911,0
HD 1397 b,0,2018,11.53533000,0.00079000,-0.00080000,0,11.500,0.280,-0.303,0,131.89945,6.35660,-6.35660,0,0.477000,0.043000,-0.038000,0,0.04513,0.00030,-0.00025,0,32.000,1.400,-1.400,0
HD 14067 b,0,2014,2721.23479240,611.31432904,-229.98136083,0,12.200,,,0,5001.77608,2234.79110,-1697.36317,0,15.100000,,,0,,,,,100.119,5.424,-4.616,0
HD 140901 b,0,2022,9.02377598,0.00012653,-0.00123159,0,3.930,,,0,14.64775,1.56349,-1.73700,0,1.330000,,,0,,,,,5.424,0.275,-0.534,0
HD 140901 c,0,2022,7417.50547213,131.02919774,-571.38446588,0,12.800,,,0,1685.33019,738.57826,-1290.89578,0,4.420000,,,0,,,,,15.206,0.482,-0.439,0
HD 141004 b,0,2021,15.50830000,0.00160000,-0.00180000,0,3.770,,,0,13.63484,1.46201,-1.46201,0,1.400000,,,0,,,,,3.450,0.360,-0.350,0
HD 141399 b,0,2014,94.44000000,0.05000000,-0.05000000,0,14.300,,,0,143.34133,9.53490,-9.53490,0,0.269000,,,0,,,,,19.230,0.470,-0.470,0
HD 141399 c,0,2014,201.99000000,0.08000000,-0.08000000,0,13.600,,,0,422.71390,25.42640,-25.42640,0,0.923000,,,0,,,,,44.200,0.500,-0.500,0
HD 141399 d,0,2014,1069.80000000,6.70000000,-6.70000000,0,13.700,,,0,375.03940,25.42640,-25.42640,0,0.801000,,,0,,,,,22.630,0.590,-0.590,0
HD 141399 e,0,2014,5000.00000000,560.00000000,-2000.00000000,0,14.100,,,0,209.76780,31.78300,-31.78300,0,0.411000,,,0,,,,,8.800,0.900,-0.900,0
HD 141937 b,0,2002,653.21997000,1.20000000,-1.20000000,0,12.500,,,0,3079.77270,127.13200,-127.13200,0,8.660000,,,0,,,,,234.500,6.400,-6.400,0
HD 142 A d,0,2022,108.45298959,0.09021020,-0.08819146,0,10.800,,,0,81.62789,11.23817,-10.58792,0,0.356000,,,0,,,,,9.826,0.936,-0.928,0
HD 142 b,0,2001,351.43394308,0.37459940,-0.37770142,0,13.700,,,0,395.51812,39.52367,-39.83471,0,0.845000,,,0,,,,,32.043,1.058,-1.115,0
HD 142 c,0,2012,10159.64279484,380.84010124,-321.75084234,0,12.400,,,0,3521.33769,348.33401,-350.60553,0,10.100000,,,0,,,,,93.181,2.088,-2.173,0
HD 142022 A b,0,2005,1928.00000000,46.00000000,-46.00000000,0,12.900,,,0,1411.16520,1007.52110,-1007.52110,0,3.610000,,,0,,,,,92.000,65.500,-65.500,0
HD 142245 b,0,2011,1299.00000000,48.00000000,-48.00000000,0,13.100,,,0,975.73810,133.48860,-133.48860,0,2.390000,,,0,,,,,24.800,2.600,-2.600,0
